id,company
1825,"['Cannon Group', 'Golan-Globus', 'Warner Bros.']"
10538,['Warner Bros.']
11092,"['Mirage Enterprises', 'Warner Bros.']"
18410,"['20th Century Fox', 'Amercent Films', 'American Entertainment Partners L.P.']"
14904,"['The Australian Film Commission', 'Film Victoria', 'House & Moorhouse Films']"
19065,"['Universal Pictures', 'Silver Lion Films', 'Sean Daniel Company']"
3176,"['Nippon Shuppan Hanbai (Nippan) K.K.', 'GAGA', 'WoWow']"
9261,"['Ang Lee Productions', 'Good Machine']"
5336,"['United Artists', 'Les Productions Artistes Associés', 'Produzioni Europee Associati (PEA)']"
23908,"['Beacon Communications', 'A&M Films']"
14671,['Paramount Pictures']
11509,['Columbia Pictures']
10729,"['Warner Bros.', 'Devoted Productions']"
29437,"['Canadian Film Development Corporation (CFDC)', 'Cinépix', 'The Dilbar Syndicate']"
20763,"['Columbia Pictures', 'Stonebridge Entertainment', 'Donner/Shuler-Donner Productions']"
2047,['Universal Pictures']
14249,"['Columbia Pictures', 'New World Pictures']"
10021,['Universal Pictures']
11634,"['Det Danske Filminstitut', 'Memfis Film', 'Film i Väst']"
14746,['Universal Pictures']
11824,['Wolfkill']
8222,[]
20067,"['Franchise Pictures', 'Avnet/Kerner Productions', 'LTZ II Inc.']"
12395,['TriStar Pictures']
9846,"['United Artists', 'SLM Production Group', 'New Century Productions']"
23719,"['Twentieth Century Fox Film Corporation', 'Permut Presentations']"
11986,"['Gaumont', 'Cargo Films']"
1626,"['Pathé Consortium Cinéma', 'Les Films de la Pléiade', 'The Criterion Collection']"
483,['Samuel Goldwyn']
10166,"['Lorimar Film Entertainment', 'Jim Henson Productions']"
6069,"['Kennedy Miller Productions', 'The Guber-Peters Company', 'Warner Bros.']"
11018,"['Metro-Goldwyn-Mayer (MGM)', 'Dino De Laurentiis Company']"
11676,['Touchstone Pictures']
28293,['RKO Radio Pictures']
28292,['RKO Radio Pictures']
3681,['Famous Artists Productions']
43875,['RKO Radio Pictures']
31798,['RKO Radio Pictures']
43436,['Metro-Goldwyn-Mayer (MGM)']
20325,['RKO Radio Pictures']
17687,"['Warner Bros.', 'The Vitaphone Corporation']"
19075,['Warner Bros.']
41465,['Warner Bros.']
17641,['Metro-Goldwyn-Mayer (MGM)']
12545,['Universal Pictures']
27972,['Warner Bros.']
898,['Norma Productions']
2000,"['Werner Herzog Filmproduktion', 'Hessischer Rundfunk (HR)']"
648,['Discina']
618,['Epoch Film Co.']
44162,['Beijing Film Studio']
19120,"['Francoriz Production', 'Rizzoli Film']"
4024,"['Silver Films', 'Cormoran Films', 'Argos Films']"
11316,"['Playboy Productions', 'Caliban Films']"
3089,"['United Artists', 'Monterey Productions', 'Charles K. Feldman Group']"
29845,['Faces International Films']
995,['United Artists']
1594,"['United Artists', 'Mirisch Films Limited']"
32318,['Buster Keaton Productions']
11839,"['Paramount Pictures', 'Dena Enterprises']"
916,"['Solar Productions', 'Warner Brothers/Seven Arts']"
31509,['D.W. Griffith Productions']
1976,['Warner Bros.']
31685,['RKO Radio Pictures']
3062,['Warner Bros.']
34456,['Paramount Pictures']
12708,"['Universal Pictures', 'Arwin Productions']"
42045,"['Silver Screen Partners', 'TriStar Pictures', 'Home Box Office (HBO)']"
11610,['Paramount Pictures']
4939,['Universal Pictures']
25016,['Gabriel Pascal Productions']
15927,"['Columbia Pictures', 'EMI Films Ltd.', 'Thorn EMI Screen Entertainment']"
40423,"['Dispat Films', 'Gemma', 'Tupan Filmes']"
7857,"['PECF', 'F.C. Produzioni']"
79,"['Beijing New Picture Film Co. Ltd.', 'China Film Co-Production Corporation']"
13912,['Paramount Pictures']
70881,['Metro-Goldwyn-Mayer (MGM)']
987,['Universal Studios']
65869,"['Capital Arts Entertainment', 'Krauss-DeGrazier']"
37749,['Bandai Visual']
30140,"['Yleisradio (YLE)', 'Westdeutscher Rundfunk (WDR)', 'Mediopolis Film- und Fernsehproduktion']"
33302,"['Procirep', 'StudioCanal', 'Mars Films']"
46932,['London Film Productions']
81,['Topcraft']
70423,['Metro-Goldwyn-Mayer (MGM)']
11821,['Warner Bros.']
10023,['Universal Pictures']
51036,['Orion Pictures']
11519,"['Columbia Pictures', 'Universal Pictures', 'A-Team']"
72087,['Eagle Beach Productions']
42238,"['Reggane Films', 'Artco-Film', 'France 3 Cinema']"
15659,"['Paramount Pictures', 'Miller-Milkis Productions', 'Shelburne Associates']"
18857,['Golden Harvest Company']
33517,['Sunshine']
27425,"['Daiei Studios', 'Daiei Motion Picture Company']"
38953,['Metro-Goldwyn-Mayer (MGM)']
74544,['Royal Avenue Chelsea']
41785,[]
42740,"['Columbia Pictures Corporation', 'Collector Company']"
20126,"['Rizzoli Films', 'Seda Spettacoli']"
827,"['Véra Films', 'Janus Films', 'Filmsonor']"
11811,['Trimark Pictures']
20043,['Gainax']
16814,"['Paramount Pictures', 'Intuitive TV']"
4368,[]
25431,['Metro-Goldwyn-Mayer (MGM)']
17685,[]
2742,"['Téléfilm Canada', 'Film Trustees Ltd.', 'Naked Lunch Productions']"
22010,['Sphinx Productions']
51145,['IFC Films']
32040,"['Faces Distribution', 'The Criterion Collection']"
48129,"['Hollywood Pictures', 'Silver Screen Partners IV']"
3596,['London Film Productions']
120637,[]
24134,"['Vic Films Productions', 'Joseph Janni Production']"
18904,['Warner Bros.']
37719,['Metro-Goldwyn-Mayer (MGM)']
47364,"['Albert Band International Productions Inc.', 'Hollywood Films']"
9063,[]
1818,['Les Films de la Pléiade']
255,"['Les Films du Carrosse', 'Les Productions Artistes Associés']"
10744,"['ContentFilm', 'Pierce/Williams Entertainment']"
83505,[]
10511,"[""Hell's Kitchen Films"", 'East of Harlem (UK) Ltd', 'Irish Film Industry']"
180399,"['Arte', 'Atlas Films', 'One Canvas Productions']"
22289,[]
10028,"['Universal Pictures', 'Marc Platt Productions', 'NuAmerica Entertainment']"
616,"['Cruise/Wagner Productions', 'Warner Bros.', 'Radar Pictures']"
288953,[]
96393,[]
587,"['Columbia Pictures', 'The Zanuck Company', 'Jinks/Cohen Company']"
21542,"['Alcon Entertainment', 'Burg/Koules Productions', 'CRML Productions']"
6964,"['Columbia Pictures Corporation', 'Waverly Films', 'Warner Bros.']"
1792,"['Twentieth Century Fox Film Corporation', 'Conundrum Entertainment']"
3635,"['Wild Bear Films', 'Archer Street Productions', 'Delux Productions']"
41488,"['Sony Pictures Classics', 'BBC Films', 'Serendipity Point Films']"
122,"['WingNut Films', 'New Line Cinema']"
11820,"['Columbia Pictures', 'Revolution Studios']"
8696,"['Harbour Pictures', 'Touchstone Pictures']"
12698,"['Sony Pictures Classics', 'SenArt Films', 'Radical Media']"
19187,"['ContentFilm', 'Comedy Central Films']"
11093,"['DreamWorks SKG', 'Cobalt Media Group', 'Bisgrove Entertainment']"
47952,['Little Wing Films']
504,['Newmarket Films']
11007,"['Twentieth Century Fox Film Corporation', 'Robert Simonds Productions']"
2289,"['Miramax Films', 'Mirage Enterprises', 'Castel Film Romania']"
9620,"['Paramount Pictures', 'DreamWorks SKG', 'Davis Entertainment']"
10601,"['Columbia Pictures', 'Universal Pictures', 'Revolution Studios']"
52036,['Sony Pictures Classics']
42418,"['The Kennedy/Marshall Company', 'FR Productions']"
13433,"['Fortissimo Films', 'Australian Film Finance Corporation (AFFC)', 'Gecko Films']"
35712,"['Centre National de la Cinématographie', 'La Sorcière Rouge', ""Les Aventuriers de l'Image""]"
14844,"['Alcon Entertainment', 'ETIC Films', 'C.R.G. International']"
26710,[]
37088,[]
31026,"['NBC Film', 'NBC Ajans']"
5966,"['Jersey Films', 'Loofah Productions']"
24034,"['Walt Disney Pictures', 'Walt Disney Television Animation']"
10718,"['Village Roadshow Pictures', 'Original Film', 'Warner Bros.']"
40427,[]
14757,"['Hubert Bals Fund', 'NHK', 'LeBrocquy Fraser Productions']"
11034,['Paramount Pictures']
25095,['Paramount Pictures']
26983,['HarBel Productions']
30080,['Stanley Kramer Productions']
52867,['George Axelrod Productions']
42599,"['Frankovich Productions', 'Charter Film Productions', 'Ascot Productions']"
65012,"['Paramount Pictures', 'Seven Arts Productions']"
44801,"['United Artists', 'Metro-Goldwyn-Mayer (MGM)']"
27465,"['Ascot Film', 'Metro-Goldwyn-Mayer (MGM)']"
83726,[]
24782,"['NFH Productions', 'The Movie Group', 'Buster Productions']"
31395,['Orion Pictures']
131313,[]
34151,['Hollywood Pictures']
15797,"['Davis Films', 'Freestone Pictures']"
9548,"['Twentieth Century Fox Film Corporation', 'Silver Pictures']"
1937,['Wheel Productions']
26712,"['Warner Bros.', 'United States Pictures']"
1882,['Stanley Kramer Productions']
70627,[]
17258,"['Twentieth Century Fox Film Corporation', 'Amercent Films', 'American Entertainment Partners L.P.']"
34681,[]
118910,[]
6277,"['Bac Films', 'GFT Entertainment', 'Studio Eight Productions']"
11429,"['Vía Digital', 'Filmax', 'Castelao Producciones']"
47072,[]
33642,['Fanfare Films']
14815,['Metro-Goldwyn-Mayer (MGM)']
427,"['Gray Film', 'Gaumont Distribution', 'Alter Films']"
43049,"['Euterpe', 'Metro-Goldwyn-Mayer (MGM)']"
3022,['Metro-Goldwyn-Mayer (MGM)']
778,"['Cady', 'Discina']"
3088,['Twentieth Century Fox Film Corporation']
23152,['Twentieth Century Fox Film Corporation']
23567,['Twentieth Century Fox Film Corporation']
102057,"['Tandem Enterprises Inc.', 'National General Production Inc.']"
52367,"['Twentieth Century Fox Film Corporation', 'Jerry Wald Productions']"
22584,['Warner Bros.']
27725,['Warner Bros.']
16227,['Warner Bros.']
980,['Twentieth Century Fox Film Corporation']
16933,['Warner Bros.']
42094,"['Columbia Pictures', 'BBE']"
26884,['Columbia Pictures Corporation']
37833,['George A. Hirliman Productions']
18995,['Cardinal Pictures']
43759,['RKO Radio Pictures']
5205,['White Mountain Films']
2017,"['Remstar Productions', 'ApolloMedia Distribution', 'Kismet Entertainment Group']"
38606,['Columbia Pictures']
14239,"['Paramount Pictures', 'Paramount Animation']"
55448,['Hollywood Pictures']
21779,['Columbia Pictures Corporation']
71189,"['Columbia Pictures Corporation', 'William Frye Productions']"
67794,['Merchant Ivory Productions']
73515,"['RKO Pictures', 'Manchester Productions', 'Orinward Ltd.']"
405,['Ponti-De Laurentiis Cinematografica']
9696,"['Omega Project', 'Omega Micott Inc.', 'Excell Film Agentur']"
4917,['LQ/JAF']
37774,"['Paramount Pictures', 'Academy Pictures Corporation']"
5055,"['Zespól Filmowy ""Kadr""']"
40140,"['Columbia Pictures Corporation', 'Frankovich Productions']"
42040,"['Paramount Pictures', 'Barclays Mercantile Industrial Finance']"
29933,"['Zespól Filmowy ""Kadr""']"
35888,[]
3059,"['Triangle Film Corporation', 'Wark Producing Corp.']"
22727,[]
28586,"['Allied Artists Pictures', 'Cheviot Productions']"
56157,['Headliner Productions']
11708,"['United Artists', 'Dramatic Features', 'Warfield']"
27329,"['American Zoetrope', 'Prommitr International Production']"
42514,['Paramount Pictures']
20444,"['Paramount Pictures', 'Jalem Productions']"
17736,[]
114046,"['Columbia Pictures Corporation', 'Normandy Productions']"
82283,"['Paramount Pictures', 'Famous Players-Lasky Corporation']"
1954,"['New Line Cinema', 'FilmEngine', 'Katalyst Films']"
13476,['DreamWorks SKG']
11194,"['Darlow Smithson Productions', 'UK Film Council', 'PBS']"
12634,"['Shangri-La Entertainment', 'Material', 'Taormina Productions']"
13505,['Paramount Pictures']
14114,[]
15708,['TLA Releasing']
21301,['Metro-Goldwyn-Mayer (MGM)']
20483,"['Fox 2000 Pictures', 'Mad Chance', 'Nimbus Film Productions']"
14292,['Walt Disney']
44539,[]
1278,"['Peninsula Films', 'Recorded Picture Company (RPC)', 'Fiction Films']"
18841,"['Fragmighty', 'Transom Films', 'Valenti Entertainment']"
25925,"['New Line Cinema', 'De Passe Entertainment']"
32035,['Orion Pictures']
74395,"['New Line Cinema', 'Juno Pix']"
19361,"['Revolution Films', 'August Entertainment', 'Castleberg Productions']"
81824,"['Orion Pictures', 'MTM Enterprises']"
21968,"['Warner Bros.', 'Sig Shore Productions', 'Superfly Ltd.']"
29493,"['First Artists', 'Verdon Productions Limited']"
29473,"['First Artists', 'Warner Bros.', 'Verdon Productions Limited']"
29464,"['First Artists', 'Verdon Productions Limited']"
37900,['HK Film Corporation']
91390,['Miramax Films']
33557,[]
7008,"['Baum/Dantine Productions', 'Optimus Productions']"
30566,"['American International Pictures (AIP)', 'Power Productions']"
42466,"['American International Pictures (AIP)', 'Power Productions']"
76176,[]
18446,['Warner Bros.']
22004,['Universal Pictures']
11023,"['Fox Searchlight Pictures', 'Sound for Film', 'Working Title Films']"
47802,[]
92298,[]
35227,['Universal Film Manufacturing Company']
29852,"['Armor Films Inc.', 'Cannon Productions', 'Zora Investments Associates']"
23001,['United Artists']
51049,['Paramount Pictures']
11221,"['Paramount Pictures', 'Cinema Group Ventures']"
1824,"['Columbia Pictures Corporation', 'Happy Madison Productions', 'Anonymous Content']"
16784,"['Twentieth Century Fox Film Corporation', 'Intermedia Films', 'Mediastream Vierte Film GmbH & Co. Vermarktungs KG']"
44674,[]
292090,[]
11083,"['Svenska Filminstitutet', 'BOB Film Sweden AB', 'Bulbul Films']"
54045,[]
337,['ARP Sélection']
11951,"['Twentieth Century Fox Film Corporation', 'Cupid Productions']"
43376,['Union Générale Cinématographique (UGC)']
28963,['Douglas Fairbanks Pictures']
2576,"['Twentieth Century Fox Film Corporation', 'George Stevens Productions']"
22561,['Ministero del Turismo e dello Spettacolo']
19345,"['Twentieth Century Fox Film Corporation', 'Amercent Films', 'American Entertainment Partners L.P.']"
14430,"['IMCINE', 'Bandidos Films']"
12775,"['Impala', 'Riverside Pictures']"
9838,"['Cannon Group', 'Golan-Globus Productions', 'Cannon Productions']"
50075,['Elton Corporation']
2099,"['De Laurentiis Entertainment Group (DEG)', 'Famous Films (II)', 'International Film Corporation']"
42852,"['Metro-Goldwyn-Mayer British Studios', 'Metro-Goldwyn-Mayer (MGM)']"
40454,['Walt Disney Pictures']
6470,"['Nova International Films', 'Touchstone Pictures']"
20032,[]
8842,"['Paramount Pictures', 'Cort/Madden Productions', 'ATR Films']"
11132,['Walt Disney Pictures']
9352,"['DreamWorks SKG', 'The Montecito Picture Company', 'Blue Sea Productions']"
615,"['Icon Productions', 'Twentieth Century Fox Film Corporation']"
11217,"['Fox Searchlight Pictures', 'Broken Lizard Industries', 'Coconut Pete Productions']"
10677,"['Miramax Films', 'Lions Gate Films', 'Artisan Entertainment']"
13572,"['Paramount Pictures', 'Kopelson Entertainment', 'Harlequin Pictures']"
30735,[]
338,"['WDR', 'Arte', 'X-Filme Creative Pool']"
2023,"['Casey Silver Productions', 'Touchstone Pictures', 'Dune Films']"
9384,"['Weed Road Pictures', 'Warner Bros.', 'Dimension Films']"
25935,"['Renaissance Films', 'Kanzaman, M.D.A. Films S.L.']"
797,['Svensk Filmindustri (SF)']
42602,"['Svensk Filmindustri (SF)', 'Cinematograph AB']"
60792,['Columbia Pictures']
70113,['Columbia Pictures']
47474,"['De Laurentiis', 'Bavaria Film', 'Zweites Deutsches Fernsehen (ZDF)']"
56188,"['Columbia Pictures Corporation', 'Warwick Film Productions']"
29084,['Continental Films']
1723,"['Columbia Pictures Corporation', 'Persky-Bright Productions', 'Rollins-Joffe Productions']"
25955,['Twentieth Century Fox Film Corporation']
41876,"['Eichberg-Film', 'Ital-Noleggio Cinematografico', 'Pegaso Cinematografica']"
62190,[]
43323,"['London Film Productions', 'L.O.P.']"
67022,[]
24548,"['Columbia Pictures Corporation', 'Triton', 'Summa Entertainment Group']"
31602,"['Horizon Pictures', 'Columbia Pictures Corporation']"
57744,"['TriStar Pictures', 'Trilogy Entertainment Group']"
37044,[]
42989,[]
17047,"['Splendid Pictures', 'Maverick Films', 'Metro-Goldwyn-Mayer (MGM)']"
10591,"['Regency Enterprises', 'Epsilon Motion Pictures', 'New Regency Pictures']"
1586,"['Columbia Pictures Corporation', 'Pariah Entertainment Group', 'Grand Slam Productions']"
11169,"['Epsilon Motion Pictures', 'Franchise Pictures', 'Signature Pictures']"
49689,"['Norma Productions', 'Israeli Film Fund', 'Yes-DBD Satellite Services']"
266687,['Fire Island Films']
66660,[]
156,"['Les Films du Losange', 'Nordisk Film', 'Scottish Screen']"
2778,['Orion Pictures']
10433,"['Universal Pictures', 'Mad Dog Productions']"
47168,['Allied Filmmakers']
58995,"['Bavaria Film', 'Walt Disney Productions']"
43236,"['Twentieth Century Fox Film Corporation', 'Jerry Wald Productions']"
142168,[]
40752,['Metro-Goldwyn-Mayer (MGM)']
924,"['New Amsterdam Entertainment', 'Strike Entertainment', 'Metropolitan Filmexport']"
38,"['Anonymous Content', 'This Is That Productions', 'Focus Features']"
11081,"['Village Roadshow Pictures', 'Atmosphere Entertainment MM', 'Warner Bros.']"
4377,[]
16941,"['UK Film Council', 'Portman Film', 'Irish Film Board']"
1720,[]
9541,"['Miramax Films', 'Beverly Detroit', 'View Askew Productions']"
5516,"['Mike Zoss Productions', 'The Jacobson Company', 'Touchstone Pictures']"
20304,"['ContentFilm', 'Visionbox Pictures', 'White Orchid Films']"
11024,"['Mosaic Media Group', 'Warner Bros.']"
53734,[]
553,"['Zentropa Entertainments', 'Danmarks Radio (DR)', 'Trollhättan Film AB']"
10544,"['StudioCanal', 'The Australian Film Commission', 'Endymion Films']"
1487,"['Columbia Pictures', 'Revolution Studios', 'Dark Horse Entertainment']"
13700,['Walt Disney Pictures']
11137,"['Paramount Pictures', 'Lions Gate Films', 'Epsilon Motion Pictures']"
11358,"['Metro-Goldwyn-Mayer (MGM)', 'Mandeville Films', 'WWE Studios']"
13573,['MDP Filmproduktion']
19084,"['Fox Searchlight Pictures', 'Bird and a Bear Entertainment', 'Hallway Pictures']"
10733,"['Imagine Entertainment', 'Touchstone Pictures']"
14442,"['World 2000 Entertainment', 'Enchanted Productions']"
2122,"['Cheyenne Enterprises', 'Franchise Pictures', 'MHF Zweite Academy Film']"
25300,"['Alquimia Cinema', 'Medusa Film', 'The Producers Films']"
14576,"['Cobalt Media Group', 'Judgement Pictures', 'Hammond Entertainment']"
13432,['Les Films du Poisson']
26636,"['3b productions', 'The 7th Floor', 'Thoke Moebius Film Company']"
6844,"['Paramount Pictures', 'Motion Picture Associates']"
923,"['Laurel Group', 'Dawn Associates']"
2587,"['Paramount Pictures', 'Euro International Film (EIA)', 'Vic Films Productions']"
3591,['Hammer Film Productions']
28026,"['Prey LLC', 'E.P. Production']"
26176,[]
41857,['Twentieth Century Fox Film Corporation']
78364,"['Columbia Pictures', 'Rastar Productions']"
10338,['Twentieth Century-Fox Productions']
33839,['Twentieth Century Fox Film Corporation']
133919,['Cinematograph AB']
50549,['Twentieth Century Fox Film Corporation']
38978,['Woodfall Film Productions']
92331,['Five Star Entertainment']
111883,[]
42245,['American International Pictures (AIP)']
68347,"['New Line Cinema', 'Rose & Ruby Productions', 'Seven Arts Pictures']"
89488,"['TV-60 Filmproduktion', 'Zweites Deutsches Fernsehen (ZDF)']"
34082,['Bing Crosby Productions']
22999,['RKO Radio Pictures']
20278,"['United Artists', 'Nassour Studios Inc.', 'Huntington Hartford Productions']"
18698,"['Warner Bros.', 'Exclusive Productions Inc.']"
47201,"['Hemdale Film', 'City Enterprise']"
12239,"['Davis-Panzer Productions', 'Osterman Weekend Associates']"
4365,['New Horizon Corporation']
86182,['Grenadier Films']
45862,"['North by Northwest Entertainment', 'Namesake Entertainment', 'The Total Living Network']"
65066,['Warner Bros.']
42228,"['Lions Gate Films', 'Warner Bros.']"
16561,['Metro-Goldwyn-Mayer (MGM)']
54655,"['Electric Pictures', 'Interscope']"
70779,[]
10843,"['Double Play', 'Geffen Company, The']"
2098,"['Winters Hollywood Entertainment Holdings Corporation', 'Metro-Goldwyn-Mayer (MGM)', 'Jack Cummings Productions']"
65332,['Euro International Film (EIA)']
34303,"['National Film Board of Canada', 'Silver Vision', 'TVO']"
15673,"['Universal Pictures', 'Spyglass Entertainment', 'Epsilon Motion Pictures']"
393,"['Miramax Films', 'A Band Apart', 'Super Cool ManChu']"
7220,"['Lions Gate Films', 'VIP 3 Medienfonds', 'Valhalla Motion Pictures']"
33823,[]
163676,[]
237,['Recorded Picture Company (RPC)']
126117,['IFC Productions']
10096,"['Columbia Pictures', 'Revolution Studios', 'Thirteen Productions']"
9509,"['Regency Enterprises', 'Fox 2000 Pictures', 'Epsilon Motion Pictures']"
19016,[]
60645,[]
10710,"['Columbia Pictures', 'Castle Rock Entertainment', 'NPV Entertainment']"
11058,"['Lions Gate Films', '2929 Productions', 'Artists Production Group (APG)']"
11141,"['New Line Cinema', 'Irish Dreamtime', 'Deep River Productions']"
10625,"['Paramount Pictures', 'Broadway Video', 'M.G. Films']"
54807,[]
11025,"['DiNovi Pictures', 'Dualstar Productions', 'Warner Bros.']"
7131,"['Universal Pictures', 'Stillking Films', 'Sommers Company, The']"
26899,[]
30125,"['First Floor Features (co-production)', 'De Productie (co-production)', 'RWA (co-production)']"
16428,"['Screen Gems', 'Breakup Productions']"
652,"['Plan B Entertainment', 'Warner Bros.', 'Nimar Studios']"
8440,"['BR Petrobrás', 'HB Filmes']"
883,['Smokescreen Inc.']
38018,[]
96461,"['Yorktown Productions', 'Cineplex-Odeon Films', 'Shadow Shows']"
34377,"['Cinema Center Films', 'Leo Films']"
20375,['Kinoproduction Oy']
10375,['Universal Pictures']
42015,[]
68440,['Warner Bros.']
12503,['Orion Pictures']
11864,"['Twentieth Century Fox Film Corporation', 'SLM Production Group', 'Bavaria Film']"
9461,"['Golden Harvest Company', 'Concord Productions Inc.', 'Warner Bros.']"
57811,[]
132,"['The Criterion Collection', 'Maysles Films']"
28276,['Shôchiku Eiga']
18329,"['Block 2 Pictures', 'Jet Tone Production', 'Black Monday Film Services']"
17993,"['Universal Pictures', 'Walrus & Associates']"
37447,[]
4339,"['Zweites Deutsches Fernsehen (ZDF)', 'Filmverlag der Autoren', 'Sentana Filmproduktion']"
42108,"['Hachette Première', ""Partner's Productions"", 'Alexandre Films']"
18513,"['Paramount Pictures', 'Theodora Productions', 'Sven Persson Films']"
26517,['Laurel Entertainment Inc.']
28285,['Twentieth Century Fox Film Corporation']
22137,['Zentropa']
5247,['Jazz Pictures']
31676,['Metro-Goldwyn-Mayer (MGM)']
49622,[]
238952,['Argos Films']
10035,['Dream Entertainment']
502,['Columbia Pictures Corporation']
41965,[]
10347,"['PolyGram Audiovisuel', 'Enigma Pictures']"
1373,['Kanzaman S.A.']
30959,"['Toho Company', 'Ninjin Club', 'Bungei']"
43341,['Z-M Productions']
20561,[]
13055,['Independent']
667,['Eon Productions']
700,['Eon Productions']
21594,"['Blue Gardenia Productions', 'Warner Bros.']"
26976,['HBO Films']
36670,"['PSO International', 'TaliaFilm II Productions', 'Woodcote']"
18872,['TV Man Union']
44864,['Sveriges Radio']
31993,['Paramount Pictures']
43818,"['Metro-Goldwyn-Mayer (MGM)', ""Loew's Incorporated""]"
28290,['Twentieth Century Fox Film Corporation']
24650,['Warner Bros.']
55086,['Warner Bros.']
43525,['Warner Bros.']
20640,['Metro-Goldwyn-Mayer (MGM)']
633,"['Film Holland', 'Excelsior Films', 'The Rank Organisation']"
5511,"['Fida cinematografica', 'Compagnie Industrielle et Commerciale Cinématographique (CICC)', 'TC Productions']"
41003,['Universal Pictures']
13936,"['RKO Radio Pictures', 'Magna Corporation']"
294,"['The Samuel Goldwyn Company', 'Desert Hearts Productions']"
11507,"['Columbia Pictures Corporation', 'Delphi II Productions']"
17538,['Hal Wallis Productions']
10435,"['Le Studio Canal+', 'TriStar Pictures', 'Japan Satellite Broadcasting (JBS)']"
1162,['Playfilm Productions']
34328,[]
47108,"['Nikkatsu', 'Canal+']"
47140,"['VideoFilmes', 'Haut et Court', 'La Sept-Arte']"
40930,[]
14684,['Paramount Pictures']
58467,[]
10261,"['Beco Films', 'Home Box Office (HBO)', 'Cinema Plus']"
163869,"['BMG Independents', 'Wind Chill Productions']"
13937,"['Universal Pictures', 'Pacific Western']"
25355,"['Dacia Films', 'Canal+France']"
29601,['Universal Pictures']
66115,['Lunacy Unlimited Productions']
118617,['Twentieth Century Vixen']
23981,"['Tokyo Broadcasting System (TBS)', 'SUN-Productions']"
14980,['Greengrass Productions']
26670,"['Amblin Entertainment', 'Touchstone Pictures']"
44047,[]
10940,"['Babylonian Productions', 'Turner Network Television (TNT)']"
31965,"['Tigon British Film Productions', 'American International Productions']"
5842,['KSS']
19463,['Metro-Goldwyn-Mayer (MGM)']
24012,['Warner Bros.']
988,"['Columbia Pictures', 'IPC Films']"
125103,[]
204,"['Véra Films', 'Fono Roma', 'Filmsonor']"
9356,['TriStar Pictures']
32430,"['RKO Radio Pictures', 'Republic Pictures', 'Rainbow Productions']"
42231,['Columbia Pictures']
16113,['Golan-Globus']
33575,['Metro-Goldwyn-Mayer (MGM)']
13913,['Paramount Pictures']
17956,['Paramount Pictures']
18209,"['Twentieth Century Fox Film Corporation', 'Stanley Donen Films']"
25508,['RKO Radio Pictures']
18978,['Warner Brothers/Seven Arts']
27171,"['Universal Pictures', 'Aspen Film Society']"
29486,['Alta Vista Productions']
12310,"['Film Trust S.A.', 'Este Films']"
42205,[]
27786,"['Lions Gate Films', 'Silver Lion Films', 'Vestron Pictures']"
9624,['Warner Bros.']
95514,[]
37296,['Warner Bros.']
25736,['Metro-Goldwyn-Mayer (MGM)']
25389,"['Universal Pictures', 'Falcon Productions', 'Renfield Productions']"
44807,"['TigerTiger Productions', 'Chinarunn Entertainment Inc.']"
5248,['The Noel Gay Motion Picture Company']
52794,"[""Partner's Productions"", 'Gérard Mital Productions', 'Alicéléo']"
9872,['Paramount Pictures']
19552,"['Procirep', 'Canal+', 'Les Productions Lazennec']"
2786,['Dino de Laurentiis Cinematografica']
8075,['Cinecidi']
94771,[]
50271,['Metro-Goldwyn-Mayer (MGM)']
38274,[]
26133,"['Carlton America', 'Harpo Productions']"
68981,[]
10235,['Mosfilm']
11533,"['Columbia Pictures Corporation', 'Morningside Productions', 'The Criterion Collection']"
2817,"['France 2 Cinéma', 'Arena Films', 'Vega Film']"
1394,"['Rai 2', 'Sovinfilm']"
1719,"['Les Films du Carrosse', 'The Criterion Collection', ""Societé d'Exploitation et de Distribution de Films (SEDIF)""]"
140207,['BBC']
781,['X-Filme Creative Pool']
13553,['Navaron Productions']
183252,[]
3777,['Toho Company']
11659,"['Rai Cinemafiction', 'BiBi Film']"
24065,['Zeta Entertainment']
39907,"['Film Bangkok', 'BEC-TERO Entertainment']"
26612,"['Agamemnon Films', 'Turner Pictures (I)', 'British Lion Film Corporation']"
10604,['Twentieth Century Fox Film Corporation']
44098,['Metro-Goldwyn-Mayer (MGM)']
16876,['Every Guy Productions']
37437,['Paramount Pictures']
141003,"['Paramount Network Television Productions', 'Helfgott-Turner Productions']"
14782,['New Legend Media']
77780,['Vestron Pictures']
9545,"['TriStar Pictures', 'Iguana Producciones', 'Baltimore Pictures']"
53117,[]
41651,['Twentieth Century Fox Film Corporation']
29270,"['MK2 Productions', 'Farabi Cinema Foundation', 'Bahman Ghobadi Films']"
28030,['Wadi Rum Productions']
16514,['Universal International Pictures (UI)']
1926,['Galatée Films']
31112,['Paramount Animation']
11060,['Paramount Pictures']
17365,"['Doubleday Productions', 'Gus', 'Harbor Productions']"
11474,['Paramount Pictures']
63888,['Metro-Goldwyn-Mayer (MGM)']
49320,"['SVT Drama', 'Matila Röhr Productions (MRP)', 'Yleisradio (YLE)']"
10916,"['Babylonian Productions', 'Turner Network Television (TNT)']"
10921,"['Babylonian Productions', 'Turner Network Television (TNT)']"
10941,"['Babylonian Productions', 'Turner Network Television (TNT)']"
33157,"['Paramount Pictures', 'Dino de Laurentiis Cinematografica', 'Mosfilm']"
