id,keywords
2193,"['learning and teaching', 'tutor', 'older woman younger man relationship']"
64871,[]
54575,"['lesbian', 'dolls', 'actress']"
11016,"['hotel', 'florida', 'war veteran']"
23020,"['blackmail', 'plastic surgeon']"
54195,['german occupation']
139058,['advertising']
20423,"['space travel', 'history', 'apollo s']"
10839,"['world war ii', 'german', 'russian']"
36489,"['experiment', 'octopus', 'b movie']"
24481,"['washington d.c.', 'congress', 'tycoon']"
11296,"['lunatic asylum', 'vietnam war']"
61651,['escaped convict']
28172,"['video nasty', 'splatter film']"
57855,"['wilderness', 'friendship', 'wild animal']"
28180,"['gore', 'exploitation film']"
14280,"['wolf', 'arctic', 'alaska']"
72086,"['revenge', 'escape from prison', 'suspense']"
149687,['silent film star']
29478,"['housewife', 'racial segregation', 'racism']"
28177,"['horror', 'gore', 'maniac']"
64166,[]
73642,[]
2067,"['mars', 'spacecraft', 'space travel']"
622,"['new york', 'obsession', 'passion for collection']"
110666,[]
28463,"['kgb', 'french movies']"
12186,"['heaven', 'afterlife']"
20283,"['bicycle', 'sport', 'cycling']"
5693,"['father son relationship', 'indiana', 'son']"
287,"['love triangle', 'poem', 'jealousy']"
968,"['bank', 'hostage', 'police']"
838,"['farewell', 'rock and roll', 'robbery']"
16958,"['heist', 'on the run', 'classic noir']"
3114,"['drama', 'native american', 'civil war veteran']"
31938,"['italy', 'commando', 'canadian army']"
12501,"['love triangle', 'father son relationship', 'ranch']"
22650,"['casino', 'thief']"
31618,"['ku klux klan', 'fbi', 'widow']"
42232,"['folk music', 'based on memoir or autobiography', 'dust bowl']"
15873,"['world war ii', 'bridge', 'soldier']"
26928,"['con man', 'preacher', 'wagon master']"
68427,"['rape', 'island', 'mystic']"
25392,"['moon', 'based on novel', 'spacecraft']"
67455,[]
22178,"['assassination', 'resistance', 'hostage']"
48213,"['hitler youth', 'nazi germany', 'fable']"
35412,"['submarine', 'dystopia', 'australia']"
43463,"['hold-up robbery', 'b movie', 'film noir']"
59939,"['musician', 'woman director']"
159727,[]
244151,[]
8333,"['1970s', 'kidnapping', 'hostage drama']"
19259,"['gambling', 'cia', 'asia']"
820,"['assassination', 'cia', 'homophobia']"
11718,"['leave', 'fool', 'nymphomanin']"
8989,"['bad smell', 'bigfoot', 'vegetarian']"
32031,['rescue operation']
58048,[]
26827,"['new york', 'falsely accused', 'cult comedy']"
11157,"['career woman', 'deceived wife', 'revenge']"
28370,[]
918,"['brother brother relationship', 'california', 'manager']"
61178,"['texas', 'murder', 'on the run']"
11176,"['chicken', 'musical', 'frog']"
14900,"['the muppets', 'kermit the frog', 'marretas']"
11899,"['new york', 'career', 'musical']"
36536,"['flying', 'runaway', 'airport']"
18890,"['prehistoric', 'dinosaur', 'prehistoric creature']"
19736,[]
123047,[]
24575,[]
16535,['titanic']
10971,"['atlantic ocean', 'iceberg', 'ship']"
23928,"['captain', 'british', 'battle']"
31336,[]
462,"['biography', 'based on true story', 'single mother']"
9532,"['omen', 'airplane accident', 'corpse']"
117259,[]
78231,[]
2383,"['canada', 'rocky mountains', 'wilderness']"
25503,"['newspaper', 'small town', 'gas station']"
53879,"['chinese civil war', 'romance', 'interracial romance']"
1396,['memoirs']
11570,"['spain', 'protection', 'pirate']"
1541,"['usa', 'southern usa', 'waitress']"
150043,[]
17443,"['suspense', 'lawyer', 'courtroom']"
8469,"['sex', 'nudity', 'college']"
27995,"['independent film', 'lesbian']"
36739,['musical']
925,"['black people', 'italo-american', 'police brutality']"
41823,['musical']
1713,"['new york', 'architect', 'forbidden love']"
26170,"['escape', 'fish out of water', 'chrysler building']"
30547,"['boxer', 'boxing match', 'son']"
54825,['animation']
13939,"['new york', 'taxi', 'fight']"
14373,"['rape', 'detective', 'drug traffic']"
24873,"['rocket launcher', 'punk', 'vigilante']"
26263,[]
34746,"['female nudity', 'nudity', 'vigilante']"
996,"['suicide', 'insurance salesman', 'insurance fraud']"
9079,"['life and death', 'nurse', 'new love']"
1496,[]
1498,"['skateboarding', 'martial arts', 'mutant']"
1497,"['crime fighter', 'fight', 'mutant']"
1499,"['japan', 'time travel', 'ninja']"
1880,"['guerrilla', 'colorado', 'invasion']"
33762,"['bikini', 'gang', 'drug addict']"
103960,"['russia', 'finland']"
11690,"['martial arts', 'biography', 'sport']"
29143,"['photographer', 'fashion photographer']"
35292,[]
36652,"['china', 'based on novel', 'epic']"
801,"['rock and roll', 'radio station', 'war crimes']"
104301,[]
11520,"['retiree', 'old friends', 'aftercreditsstinger']"
1879,"['san francisco', 'marriage proposal', 'ruling class']"
2085,"['martial arts', 'hip-hop', 'oakland']"
13539,"['car race', 'private school', 'diner']"
16222,[]
109479,[]
17078,"['paradise', 'children', 'iran']"
37722,"['female nudity', 'sex', 'based on novel']"
75892,"['spain', 'adultery', 'bullfight']"
33516,"['opium', 'literature', 'frankenstein']"
99008,['hillbilly']
9960,"['child murderer', 'deserted island', 'dead children']"
3082,"['factory', 'ambulance', 'invention']"
49338,[]
2102,"['bomb', 'artificial intelligence', 'sun']"
52961,"['fortune teller', 'birthday', 'priest']"
12187,['afterlife']
24748,"['rodeo', 'alcoholism', 'ranchers']"
990,"['suicide', 'gambling', 'manager']"
1908,"['politician', 'teacher', 'lawyer']"
9764,"['map', 'hermit', 'exploration']"
840,"['indiana', 'obsession', 'extraterrestrial technology']"
39890,"['witch', 'burning of witches', 'witch burning']"
42237,[]
26689,"['leap in time', 'suspense', 'serial killer']"
25673,['heiress']
2291,"['violence', 'postal worker', 'figment of imagination']"
13531,"['cupcake', 'twenty something', 'gameboy']"
16620,"['musical', 'death', 'dying young']"
526,"['moon', 'monk', 'swordplay']"
13346,"['high school', 'american football team', 'cheerleading']"
243,"['chicago', 'music record', 'rock and roll']"
10501,"['gold', 'horse', 'sword fight']"
11478,"['journalist', 'secret society', 'pizza']"
96167,"['murder', 'priest', 'student']"
24212,"['killer robot', 'flying saucer', 'invasion']"
6644,"['sheriff', 'ranch', 'liquor']"
41038,"['radiation', 'lizard']"
879,"['flying', 'swordplay', 'sword']"
32613,"['monk', 'monster', 'expedition']"
39406,[]
85689,"['ransom', 'sheik', 'love']"
31624,"['nudity', 'swamp', 'psychopath']"
17529,"['bounty hunter', 'man hunt']"
40841,"['gambling', 'hotel', 'harley davidson']"
118098,"['london england', 'based on novel', 'indian lead']"
1793,"['police operation', 'police protection', 'daughter']"
11327,"['prison', 'drug smuggle', 'attempt to escape']"
1700,"['nurse', 'psychopath', 'car crash']"
54087,"['skab under tv', 'bagved', 'Øverste hylde']"
34322,"['single mother', 'divorce', 'horse ranch']"
41659,"['baby', 'cancer', 'independent film']"
593,"['1970s', 'loss of sense of reality', 'extraterrestrial technology']"
10774,"['corruption', 'sex', 'adultery']"
10083,"['homicide', 'pentagon', 'minister']"
29786,"['american football', 'sport']"
11356,"['poker', 'roommate', 'friendship']"
10747,"['showdown', 'loss of family', 'texas']"
38809,['independent film']
10559,"['new york', 'mother', 'detective']"
20697,"['wrestling', 'sport']"
2621,"['transplantation', ""love of one's life"", 'veterinarian']"
10479,"['vietnam veteran', 'wound', 'court case']"
125709,[]
49721,[]
2006,"['witch', 'cat', ""love of one's life""]"
184885,[]
46625,"['murder', 'independent film', 'typewriter']"
17339,"['gun', 'traitor', 'nazis']"
26879,['beach movie']
11305,"['hotel room', 'memphis', 'widow']"
48211,"['immigrant', 'biography', 'anarchist']"
28975,"['small town', 'debt collector', 'irish']"
13665,"['new york city', 'comic drunk']"
12309,"['bachelor', 'loyalty', 'donkey']"
1552,"['parent child relationship', 'kids']"
106,"['central and south america', 'predator', 'alien']"
10333,"['american football', 'trainer', 'twin sister']"
11027,"['sex', 'adultery', 'confession']"
61560,[]
123757,[]
27197,"['suicide', 'based on novel', 'performance']"
10468,"['alcoholism', 'urteil', 'car crash']"
1359,"['based on novel', 'wall street', 'psychopath']"
4967,"['love triangle', 'rabbi', 'priest']"
31776,[]
10557,"['islam', 'hippie', 'father son relationship']"
27745,"['biography', 'sex pistols', 'punk rock']"
19214,['independent film']
46686,"['drug dealer', 'jamaica']"
71402,[]
13776,"['diner', 'baltimore maryland', 'fake accident']"
26291,"['clown', 'liquor', 'birthday party']"
10784,"['berlin', 'sex', 'entertainer']"
10242,"['based on novel', 'sister sister relationship', 'aging']"
27857,"['gay', 'england', 'based on novel']"
16347,"['based on novel', 'love', 'children']"
4825,"['based on play or musical', 'singing', 'based on short story']"
11654,"['vampire', 'immortality', 'aging']"
10518,"['sex', 'based on novel', 'nudity']"
11977,"['golf', 'underwear', 'sport']"
18041,"['college', 'suspense', 'gossip']"
14736,"['lovers', 'affection', 'sport']"
3536,"['submarine', 'world war ii', 'north atlantic']"
1443,"['michigan', '1970s', 'youth']"
10424,"['fight', 'blindness and impaired vision', 'victim']"
80677,['extramarital affair']
28971,['ballet dancer']
49096,"['sex', 'regret', 'love']"
310431,[]
40562,"['texas', 'romance', 'independent film']"
9456,"['sister sister relationship', 'crow', 'independent film']"
889,"['waitress', 'marriage proposal', 'flirt']"
10564,"['california', 'baby', 'supermarket']"
15723,"['religion and supernatural', 'independent film', 'lubricant']"
19600,[]
125537,[]
452,"['mentally disabled', 'social coercions', 'lifestyle']"
68170,[]
36234,"['sexuality', 'jealousy', 'manipulation']"
39283,"['vegetarian', 'gore', 'dinosaur']"
65460,['dinosaur']
55667,['dinosaur']
31978,['gay relationship']
12476,"['record store', 'robbery', 'fbi']"
5241,[]
98,"['rome', 'gladiator', 'arena']"
21311,['africa']
47724,"['upper class', 'refugee', 'infidelity']"
11129,"['sex', 'salesclerk', 'fast food restaurant']"
94214,[]
117781,['musical']
1058,"['mexico', 'eroticism', 'quickie']"
37112,"['civil war', 'spy', 'hijacking of train']"
42159,"['musical', 'rock music']"
16395,"['witch', 'video nasty']"
50627,"['brother brother relationship', 'monopoly', 'boardwalk']"
5608,"['treasure', 'sword', 'mythology']"
38925,[]
13105,"['housewife', 'job']"
22501,[]
5491,"['based on novel', 'post-apocalyptic', 'dystopia']"
10560,"['new york', 'competition', 'dancer']"
19489,[]
19419,[]
23531,"['independent film', 'diner', 'dating']"
10688,"['shakespeare', 'loss of lover', 'loss of father']"
17889,"['musical', 'new york city', 'cartoon mouse']"
18228,"['hawaii', 'musical', 'romantic comedy']"
80351,"['children', 'classic']"
18642,[]
205054,['gay']
39391,['burlesque']
18644,"['nightclub', 'musical', 'crime boss']"
31516,"['musical', 'u.s. navy', 'turnstile']"
45827,"['native american', 'modern western']"
5683,"['prenzlauer berg', 'dark comedy', 'dark humor']"
113279,[]
2094,"['rock and roll', 'fair', 'lovers']"
14906,"['brazil', 'culture']"
16176,"['cinderella', 'musical']"
52770,['hotel']
12518,"['hawaii', 'gambling debts', 'woman between two men']"
10567,"['cataclysm', 'asteroid', 'leader']"
10642,"['college', 'lost and found', 'older brother younger sister']"
9285,"['female nudity', 'sex', 'sexism']"
10569,"['bank', 'restaurant', 'role of women']"
21879,['teen movie']
98502,[]
21484,"['germany', 'adultery', 'monster']"
24918,"['russia', 'hidden fortune']"
955,"['terror', 'spain', 'cia']"
8584,"['princess', 'sioux', 'travel']"
47295,[]
11332,"['father son relationship', 'loss of mother', 'harem']"
16093,"['organ', 'car crash', 'b movie']"
29372,['world war ii']
962,"['river', 'gold', 'dance']"
5483,"['holiday', 'tourist', 'vacation']"
21060,"['gay', 'aids', 'homophobia']"
30588,"['villain', 'great depression', 'marriage']"
668,"['london england', 'suicide', 'england']"
23518,"['based on novel', 'white house', 'general']"
691,"['london england', 'submarine', 'england']"
31353,[]
44018,"['homeless person', 'french', 'woman director']"
698,"['venice', 'mass murder', 'space marine']"
682,"['london england', 'england', 'martial arts']"
28973,"['revolution', 'communist', 'salesman']"
28974,"['pearl necklace', 'high society', 'railroad station']"
40685,"['gold rush', 'sacramento']"
22994,"['japanese', 'world war ii', 'u.s. navy']"
40639,"['civil war', 'marshal', 'kansas']"
499,"['individual', 'paris', 'algerienkrieg']"
9600,"['绝地奶霸', '卧底肥妈', 'big爆任务']"
120077,[]
38006,"['himalaya', 'expedition', 'yeti']"
2768,"['suspicion of murder', 'gigolo', 'callboy']"
42002,[]
40365,"['bride', 'mutilation']"
24920,"['suicide', 'psychic power', 'priest']"
21,"['surfer', 'surfboard', 'surfing']"
10911,"['based on novel', 'world war ii', 'fort']"
10102,"['suicide', 'callgirl', 'sex']"
30308,"['london england', 'undercover', 'fashion designer']"
38688,"['legend', 'singer', 'bullfighter']"
26912,"['paleontology', 'riot', 'spaceship']"
26278,"['monster', 'factory', 'alien life-form']"
26953,"['puppet', 'murder']"
26954,"['female nudity', 'hotel', 'brain']"
26956,[]
26957,"['puppet', 'sequel']"
26958,"['puppet', 'sequel', 'demon']"
26959,"['puppet', 'puppet master']"
26960,"['paris', 'puppet']"
80287,"['prostitute', 'independent film', 'street shootout']"
6003,"['male nudity', 'new love', 'lover (female)']"
23939,['televison']
46614,"['journalist', 'italian', 'world war ii']"
11072,"['gun', 'saloon', 'governor']"
23069,"['hostage', 'affection', 'rescue']"
21299,"['hunter', 'wilderness', 'cougar']"
38802,[]
13368,"['show business', 'sister sister relationship', 'stage show']"
985,"['baby', 'mutant', 'claustrophobia']"
14002,"['indigenous', 'time', 'community']"
541,"['prison', 'poker', 'gambling']"
21137,"['punk', 'midnight movie', 'subculture']"
36724,"['heavy metal', 'anarchist', 'anti social']"
938,"['bounty hunter', 'rural setting', 'pot smoking']"
10648,"['arbitrary law', 'covered investigation', 'uniform']"
11368,"['assassin', 'wife husband relationship', 'planned murder']"
10875,"['jazz', 'liquor', 'success']"
2075,"['hitman', 'lovers', 'gangster']"
1551,"['life and death', 'afterlife', 'swing']"
22500,"['nudity', 'utopia', 'invasion']"
10246,"['male nudity', 'female nudity', 'sex']"
19698,"['ku klux klan', 'teenager', 'lust']"
23919,"['student', 'teenager', 'mischief']"
18835,"['sex', 'nudity', 'underwear']"
26554,[]
15239,"['corruption', 'mayor', 'anti hero']"
28165,"['japan', 'new jersey', 'sequel']"
28169,"['nudity', 'satire', 'sequel']"
15762,"['female nudity', 'monster', 'spacecraft']"
169,"['predator', 'war on drugs', 'extraterrestrial technology']"
865,"['prison', 'chase', 'hunting human beings']"
9663,"['places and planets', 'widow', 'lovers']"
26889,"['black people', 'allegory', 'hispanoamerican']"
10128,"['living together', 'delinquency', 'cop']"
9659,"['chain', 'baby', 'bridge']"
8810,"['explosive', 'boomerang', 'pilot']"
9355,"['arena', 'sandstorm', 'dystopia']"
1727,"['poison', 'fbi', 'zoo']"
635,"['southern usa', 'amnesia', 'drug addiction']"
10068,"['sexual obsession', 'prostitute', ""women's sexual identity""]"
11495,"['fire', 'telepathy', 'intelligence']"
11428,"['killing', 'based on novel', 'black humor']"
10117,"['showdown', 'suspicion of murder', 'boxer']"
35936,[]
25562,"['tv show', 'soap opera', 'television broadcast']"
51763,['independent film']
73079,"['melodrama', 'racism']"
38921,"['bookshop', 'burglar', 'suspicion of murder']"
35463,"['police', 'drug']"
9679,"['brother brother relationship', 'detective', 'car race']"
24587,"['pimp', 'crime']"
51333,[]
17771,"['holocaust', 'jewish life', 'russian front']"
31610,[]
60005,[]
10264,"['loss of father', 'prince', 'uncle']"
31657,"['wheelchair', 'vietnam', 'war']"
29204,"['pop', 'jazz', 'tzar']"
17814,"['ambush', 'street gang', 'blackout']"
11879,"['small town', 'motel', 'sunlight']"
21128,"['arkansas', 'suspense', 'independent film']"
482,"['new york', 'black people', 'ghetto']"
592,"['san francisco', 'paranoia', 'audio tape']"
31593,"['california', 'prostitute', 'alcohol']"
12611,"['father son relationship', 'middle east', 'hotel']"
14328,"['based on novel', 'harvard university', 'college']"
32047,"['new york', 'corruption', '1970s']"
9040,"['corruption', 'hippie', 'money']"
25364,"['sheriff', 'journalism', 'new mexico']"
43002,"['loyalty', 'modern society', 'male friendship']"
5121,"['prison', 'stadium', 'texas']"
195,"['venice', 'robbery', 'jealousy']"
6978,"['kung fu', 'chinatown', 'magic']"
3133,"['mass murder', 'on the run', 'fugitive']"
643,"['staircase', 'russian revolution 1905', 'odessa']"
10571,"['soulmates', 'new love', 'platonic love']"
479,"['corruption', 'black people', 'italo-american']"
7450,"['monster', 'galaxy', 'dystopia']"
31023,"['fascism', 'communist', 'latin']"
25636,"['drug abuse', 'magic mushroom', 'dark comedy']"
41160,['sport']
47439,"['baron', 'childhood']"
207731,[]
7443,"['chicken', 'freedom', 'escape']"
2123,"['schizophrenia', 'ex-cop', 'aftercreditsstinger']"
2024,"['rebel', 'southern usa', 'loss of son']"
17711,"['adventure', 'cartoon', 'comedy']"
2133,"['u.s. air force', 'grocery', 'jamaican']"
29946,[]
25993,"['asylum', 'insane asylum', 'anthology']"
28774,"['male nudity', 'based on novel', 'paranoia']"
46929,[]
11598,"['journalism', 'commercial', 'television']"
9702,"['juvenile prison', 'artist', 'jail']"
117026,['jekyll and hyde']
9873,"['corruption', 'detective', 'assassin']"
16820,['technology']
14864,"['smoking', 'bank robber', 'arson']"
15379,"['prisoners of war', 'vietnam war', 'jungle']"
12764,"['prisoners of war', 'liberation', 'vietnam war']"
27352,"['vietnam veteran', 'orphanage', 'rescue mission']"
8348,"['friendship', 'police', 'outlaw']"
24099,"['usa president', 'monster', 'dream']"
17897,"['tattoo', 'sinbad']"
28050,"['giallo', 'slasher', 'wedding dress']"
16094,"['high school', 'party', 'house party']"
16096,[]
20343,['musical']
13757,[]
11822,"['sex', 'menage a trois', 'necrophilia']"
90980,['newspaper man']
26270,['space travel']
37744,['space travel']
494,"['paris', 'africa', 'illegal immigration']"
493,"['bomb', 'gambling', 'helicopter']"
12706,"['gambling', 'casino', ""writer's block""]"
4244,"['age difference', 'midlife crisis', 'suppressed past']"
4247,"['sex', 'garage', 'psychopath']"
20770,"['coming out', 'cheerleader', 'homosexuality']"
1050,"['mentally disabled', 'tradition', 'wife husband relationship']"
1052,"['london england', 'photographer', 'burglar']"
20540,"['holocaust', 'jew persecution', 'pawnbroker']"
23655,['independent film']
1788,"['dancing', 'dancer', 'dance']"
32275,['half breed']
36657,"['mutant', 'marvel comic', 'superhero']"
44490,"['gay', 'independent film', 'mentally handicapped man']"
47585,['independent film']
1448,"['sacrifice', 'vampire', 'crocodile']"
36047,['woman director']
2655,"['secret', 'haunted house', 'ouija board']"
12599,"['bird', 'collector', 'fighter']"
33828,[]
93,"['rape', 'adultery', 'jealousy']"
9278,"['future', 'chase', 'time travel']"
90715,"['surrealism', 'wild west', 'christ allegory']"
59181,"['female nudity', 'nudity', 'college']"
22167,['renaissance troup']
18118,"['gold', 'marshal']"
11940,"['monster', 'step mother']"
24167,"['rome', 'world war ii']"
10276,"['desperation', 'idiot', 'neurosis']"
19380,['suspense']
13783,"['war crimes', 'writing', 'mythology']"
11624,"['transsexuality', 'perversity', 'sperm']"
15867,['independent film']
11686,"['napoleon', 'execution', 'anarchic comedy']"
29263,"['professor', 'book', 'argentina']"
46754,['woman director']
18702,"['harmonica', 'music store', 'big band']"
11830,"['widow', 'food', 'truck driver']"
16110,[]
12107,"['alter ego', 'mad scientist', 'family']"
10401,"['paris', 'suicide', 'france']"
32640,[]
10641,"['new love', ""love of one's life"", 'unexpected happiness']"
6282,"['bar', 'musical', 'beautiful woman']"
9383,"['killing', 'human experimentation', 'scientist']"
5551,"['nasa', 'space travel', 'astronaut']"
277726,[]
43079,"['dancer', 'amateur soccer']"
27723,"['gay', 'dancing', 'detective']"
2360,"['drug dealer', 'greenhouse', 'police']"
28043,['anthology']
33468,"['transplantation', 'experiment', 'mutant']"
21866,"['love', 'cowboy', 'wild west show']"
33408,"['journalist', 'obsession', 'revenge']"
11589,"['gold', 'world war ii', 'armor']"
15158,"['portal', 'undertaker', 'evil']"
16139,"['female nudity', 'nudity', 'zombie']"
16146,"['cemetery', 'mausoleum', 'tall man']"
26515,"['witch', 'cabin', 'death of a child']"
11856,"['cia', 'refugee camp', 'pilot']"
13567,"['shyness', 'summer camp', 'murder']"
10860,"['southern usa', 'strong woman', 'beauty']"
8420,"['lolita', 'adoption', 'saint tropez']"
18391,[]
20850,"['prisoners of war', 'sadism', 'necrophilia']"
39473,"['autism', 'double murder']"
27452,"['staircase', 'fall from staircase', 'gothic']"
77571,"['wheelchair', 'liquor']"
38548,[]
20438,['independent film']
274868,[]
2211,"['berlin', 'jew', 'forbidden love']"
46991,[]
201581,"['boston', 'independent film', 'family relationships']"
10391,"['sister sister relationship', 'autism', 'satanism']"
14195,"['heroin', 'blindfold', 'bong']"
15665,[]
45905,[]
10393,"['american football', 'strike', 'sport']"
18168,"['sex', 'waitress', 'sister sister relationship']"
8843,"['drowning', 'therapist', 'virtual reality']"
10643,"['japan', 'monster', 'flying saucer']"
23618,[]
117262,[]
30946,[]
37136,"['baseball', 'aquarium', 'queen elisabeth ii']"
37137,"['washington d.c.', 'usa president', 'spoof']"
23283,"['teenage girl', 'dream like experience']"
3110,"['based on novel', 'gun', 'settler']"
14698,"['spain', 'operation', 'hunger']"
11694,"['gunslinger', 'ranch', 'daughter']"
47434,"['new york', 'france', 'dog']"
39891,"['black magic', 'satanist', 'supernatural']"
76891,[]
9651,"['dc comics', 'magic', 'laser']"
26865,"['radiation', 'minister', 'black and white']"
11398,"['china', 'chinese woman', 'secret agent']"
161687,[]
26244,[]
1588,"['cheerleader', 'sport', 'high school']"
287821,[]
19150,[]
25128,"['independent film', 'woman director']"
18153,[]
30910,['independent film']
41282,"['sex', 'fantasy', 'governor']"
12211,"['loss of lover', 'antiquary', 'loss of powers']"
137236,[]
9995,"['single parent', 'rap music', 'loss of mother']"
1698,"['butterfly', 'dissection', 'scalpel']"
10480,"['independent film', 'native american', 'violence']"
80713,"['friends', 'neighbor', 'hospital']"
10685,"['chicago', 'fbi', 'menace']"
1619,"['gunslinger', 'mexico', 'hotel']"
786,"['hotel room', 'san diego', 'drug addiction']"
14805,['ex-con']
51179,"['london england', 'phone booth', 'rope']"
46119,"['rape', 'falsely accused', 'obsession']"
18074,['musical']
170767,"['spain', 'sex', 'nudity']"
77332,[]
27665,['suspense']
29015,['superhero']
10562,"['rape', 'suspicion of murder', 'jogging']"
201724,[]
12212,"['film making', 'high school', 'sequel']"
14629,['woman director']
16,"['individual', 'dancing', 'usa']"
13785,"['illinois', 'pet shop', 'poodle']"
34299,"['independent film', 'woman director']"
15752,[]
22597,"['gay', 'roommate', 'male friendship']"
19348,"['sport', 'woman director']"
10637,"['ku klux klan', 'american football', 'trainer']"
9003,"['underworld', 'seduction', 'supernatural']"
9064,"['seduction', 'pain', 'hell']"
11569,"['nightclub', 'game of dice', 'scuplture']"
10434,"['berlin', 'angel', 'urban life']"
26484,"['beach', 'surfer', 'madcap comedy']"
39113,"['holiday', 'pop star', 'party']"
38126,"['experiment', 'fly the insect']"
53617,['musical']
469,"['new york', 'bet', 'horse race']"
2160,"['mutiny', 'climate change', 'iceberg']"
2161,"['submarine', 'coma', 'claustrophobia']"
3073,"['dracula', 'frankenstein', 'horror spoof']"
911,"['usa', 'california', 'daughter']"
10973,"['monster', 'boat', 'paleontology']"
34077,[]
10787,"['chemical', 'chemist', 'scientist']"
43109,"['shrew', 'flesh eating', 'poverty row film']"
43230,"['atomic bomb', 'flying saucer', 'mind control']"
15855,"['opera', 'remake', 'gothic horror']"
9507,"['technology', 'future', 'chase']"
27475,"['female nudity', 'sleepover', 'cannabis']"
27764,['woman director']
27767,"['slasher', 'woman director']"
40760,"['college', 'psychic power', 'sorority']"
40446,"['female nudity', 'haunted house', 'sorority']"
24664,[]
21370,['tap dancing']
20455,"['video game', 'monster', 'loss of energy']"
10461,"['ritual', 'pornographic video', 'car crash']"
1485,"['hitman', 'british', 'gritty']"
1597,"['cia', 'airport', 'cat']"
641,"['drug addiction', 'junkie', 'heroin']"
10687,"['independent film', 'awol', 'fort polk louisiana']"
63956,[]
6521,"['politics', 'suspense']"
10763,"['private life', ""ladies' man"", 'doctor']"
100975,"['new york', 'nurse', 'sex']"
16888,"['female nudity', 'tattoo', 'radio']"
10383,"['pedophilia', 'daughter', 'anti-christ']"
21142,"['rape', 'school', 'violence']"
78140,"['senator', 'politics']"
2134,"['london england', 'inventor', 'future']"
18801,"['based on novel', 'secret', 'professor']"
18498,"['witch', 'demon', 'warlock']"
28605,[]
42797,"['musical', 'titanic', 'based on play or musical']"
13465,['mystery']
27033,"['alcoholic', 'district attorney', 'film noir']"
20367,"['travel', 'b movie', 'hitchhiker']"
71,"[""workers' quarter"", 'dancing class', 'strike']"
1636,"[""love of one's life"", 'wish', 'sale of soul']"
10647,"[""child's point of view"", 'candlelight vigil', 'good deed']"
19204,"['hotel', 'experiment', 'hell']"
13762,"['spoof', 'heiress']"
12207,"['father son relationship', 'martial arts', 'showdown']"
11531,"['witch', 'video', 'forest']"
24100,"['based on novel', 'vampire', 'bite']"
10783,"['weather forecast', 'tv station', 'weather']"
47302,[]
4327,"['martial arts', 'female friendship', 'millionaire']"
4958,"['competition', 'world war i', 'great depression']"
9678,"['father son relationship', 'brother sister relationship', 'demon']"
11978,"['diving', 'u.s. navy']"
8870,"['mars', 'future', 'astronaut']"
77434,['woman director']
14295,['independent film']
681,"['spy', 'fight', 'secret organization']"
11372,"['england', 'world war ii', 'nazis']"
8452,"['clone', 'future', 'murder']"
10862,"['chance', 'widow', 'stroke of fate']"
8871,"['holiday', 'christmas party', 'new love']"
34045,"['1970s', 'olympic games', 'hostage situation']"
16340,"['paris', 'invention']"
10481,"['london england', 'prison', 'release from prison']"
10867,"['female nudity', 'sicily', 'jealousy']"
10876,"['asylum', 'french revolution', 'french']"
9741,"['father son relationship', 'train accident', 'comic book']"
79920,[]
146,"['flying', 'martial arts', 'taskmaster']"
11849,"['opression', 'emperor', 'magic']"
11983,"['hostage', 'new love', 'suspense']"
11678,"['himalaya', 'pakistan', 'climbing']"
2669,"['female nudity', 'exotic island', 'mutiny']"
20721,[]
2609,"['thanksgiving', 'receptionist', 'slob']"
12714,"['parenthood', 'newlywed']"
92603,[]
708,"['london england', 'smuggling of arms', 'prison']"
1857,"['toy', 'transformation', 'based on toy']"
10673,"['power', 'fraud', 'broker']"
2604,"['vietnam veteran', 'post traumatic stress  disorder', 'bar']"
10132,"['anonymity', 'radio presenter', 'success']"
11064,"['based on novel', 'photographer', 'baseball']"
107,"['gypsy', 'bare knuckle boxing', 'slang']"
40820,['stand-up comedy']
37716,['independent film']
392,"['chocolate', 'mayor', 'praline']"
8859,"['dude', 'amnesia', 'idiot']"
11688,"['central and south america', 'birthday', 'emperor']"
12509,"['artist', 'success', 'relationship problems']"
3981,"['women', 'telepathy', 'supernatural powers']"
711,"['upper class', 'brother brother relationship', 'scotland']"
2046,"['fortune teller', 'dream', 'pond']"
5001,"['suicide', 'gay', 'new york']"
8358,"['exotic island', 'suicide attempt', 'volleyball']"
5994,"['workaholic', 'second chance', 'guardian angel']"
25520,[]
1493,"['undercover agent', 'beauty contest', 'terrorism']"
25660,[]
134,"['prophecy', 'southern usa', 'music record']"
62677,"['musical', 'independent film', 'woman director']"
21991,"['film making', 'small town', 'movie in movie']"
10577,"['vampire', 'dracula', 'bite']"
21355,"['dancing', 'chess', 'prisoner']"
29122,"['toupee', 'scalper']"
11973,"['usa president', 'atomic bomb', 'john f. kennedy']"
1900,"['usa', 'war on drugs', 'drug traffic']"
44853,[]
10873,"['film director', 'dracula', '\xa0nosferatu']"
26719,"['con man', 'fraud', 'gambling debts']"
31583,"['psychopath', 'femme fatale', 'bag of money']"
15739,"['santa claus', 'musical', 'based on comic']"
15413,"['babysitter', 'mom on holiday', 'children home alone']"
2623,"[""love of one's life"", 'navy', 'officer']"
11209,"['texas', 'assault', 'alamo']"
13715,"['rape', '1970s', 'gun']"
19108,"['corruption', 'judge', 'truck driver']"
8043,"['prisoner', 'train ride', 'governor']"
43258,"['indiana', 'slavery', 'faith']"
