id,production_companies
9469,"[{'name': '40 Acres & A Mule Filmworks', 'id': 4319}, {'name': 'Touchstone Pictures', 'id': 9195}]"
12488,"[{'name': 'Island Pictures', 'id': 3492}, {'name': 'Enchanter Entertainment', 'id': 69984}]"
98499,[]
81367,"[{'name': 'TriStar Pictures', 'id': 559}]"
267,"[{'name': 'El Deseo', 'id': 49}, {'name': 'France 3 Cinéma', 'id': 591}, {'name': 'CiBy 2000', 'id': 7832}]"
16148,"[{'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Manifest Film Company', 'id': 20719}]"
21252,"[{'name': 'SE8 Group', 'id': 5507}]"
73135,[]
9449,"[{'name': 'Working Title Films', 'id': 10163}, {'name': 'Polygram Filmed Entertainment', 'id': 31080}]"
6264,"[{'name': 'Constantin Film Produktion', 'id': 5755}, {'name': 'Babelsberg Film', 'id': 19481}, {'name': 'Celtridge', 'id': 55103}]"
90414,[]
188870,"[{'name': 'Here Studios', 'id': 51084}, {'name': 'Leather Jacket Productions', 'id': 51085}, {'name': 'Goldeco Pictures', 'id': 51086}]"
215373,[]
78149,"[{'name': 'Hollywood Pictures', 'id': 915}, {'name': 'Cinergi Pictures Entertainment', 'id': 1504}]"
15513,"[{'name': 'Universal Pictures', 'id': 33}]"
31220,"[{'name': 'Touchstone Pictures', 'id': 9195}]"
13907,"[{'name': 'Strength Ltd.', 'id': 4360}]"
29825,"[{'name': 'Lakeshore Entertainment', 'id': 126}]"
10622,"[{'name': 'Golden Harvest Company', 'id': 2521}]"
30020,"[{'name': 'Abbas Kiarostami Productions', 'id': 2938}]"
17139,"[{'name': 'First Floor Features', 'id': 938}, {'name': 'Almerica Films', 'id': 3259}]"
34582,[]
10216,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]"
9771,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Morgan Creek Productions', 'id': 10210}]"
24560,"[{'name': 'Castle Rock Entertainment', 'id': 97}]"
76330,"[{'name': 'Cabin Creek Films', 'id': 7942}]"
9448,"[{'name': 'TriStar Pictures', 'id': 559}]"
38618,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Dieter Geissler Filmproduktion', 'id': 1766}, {'name': 'Film Afrika Worldwide', 'id': 4792}, {'name': 'Clipsal Films', 'id': 10566}, {'name': 'Alta Vista', 'id': 60294}]"
18316,"[{'name': 'Universal Pictures', 'id': 33}]"
78373,"[{'name': 'HSX Films', 'id': 4714}, {'name': 'Chase Productions', 'id': 16517}]"
77514,"[{'name': 'Centre National de la Cinématographie (CNC)', 'id': 18367}, {'name': 'Compagnie des Films', 'id': 33882}, {'name': 'Compagnie Est-Ouest', 'id': 41050}]"
4415,"[{'name': 'Columbia Pictures', 'id': 5}]"
39467,[]
55561,[]
8656,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Zanuck/Brown Productions', 'id': 1865}, {'name': 'Manhattan Project', 'id': 2478}]"
209345,[]
58680,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'New Deal Productions', 'id': 1947}, {'name': 'Gotham Entertainment Group', 'id': 39288}]"
35161,[]
35796,"[{'name': 'The Rank Organisation', 'id': 364}, {'name': 'Toledo Pictures', 'id': 39838}]"
18937,"[{'name': 'Warner Bros.', 'id': 6194}]"
929,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Centropolis Film Productions', 'id': 620}, {'name': 'Toho Company', 'id': 882}, {'name': 'Independent Pictures (II)', 'id': 2833}, {'name': 'Fried Films', 'id': 11343}]"
9452,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]"
1878,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Summit Entertainment', 'id': 491}, {'name': 'Rhino Films', 'id': 1591}, {'name': 'Fear and Loathing LLC', 'id': 53460}, {'name': 'Shark Productions', 'id': 53461}]"
9844,[]
40505,"[{'name': 'Dimension Films', 'id': 7405}, {'name': 'No Limit Films', 'id': 16718}]"
14342,"[{'name': 'DiNovi Pictures', 'id': 813}, {'name': 'Turner Pictures (I)', 'id': 6189}]"
9715,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Fortis Films', 'id': 4258}]"
26610,"[{'name': 'Norsk Film', 'id': 12984}, {'name': 'Nordic Screen Production AS', 'id': 16550}, {'name': 'Norsk Filminstitutt', 'id': 16551}]"
20064,[]
40961,"[{'name': 'New Zealand Film Commission', 'id': 294}, {'name': 'Essential Films', 'id': 39988}]"
1965,"[{'name': 'Kopelson Entertainment', 'id': 824}, {'name': 'Warner Bros.', 'id': 6194}]"
312,"[{'name': 'Roxy Film', 'id': 101}, {'name': 'Bayerischer Rundfunk', 'id': 162}]"
6068,"[{'name': 'Caravan Pictures', 'id': 175}, {'name': 'Roger Birnbaum Productions', 'id': 961}, {'name': 'Northern Lights Entertainment', 'id': 8816}, {'name': 'Touchstone Pictures', 'id': 9195}]"
15037,"[{'name': 'Columbia Pictures', 'id': 5}]"
50043,[]
37636,"[{'name': 'October Films', 'id': 236}, {'name': 'Antidote Films (I)', 'id': 23912}, {'name': '391 Productions', 'id': 25680}]"
17044,"[{'name': 'Channel Four Films', 'id': 181}, {'name': 'Intermedia Films', 'id': 763}, {'name': 'Greenpoint Films', 'id': 12918}]"
60951,"[{'name': 'Fine Line Features', 'id': 8}, {'name': 'Roland-Film', 'id': 16754}]"
21334,"[{'name': 'The Institute for the Intellectual Development of Children & Young Adults', 'id': 11460}]"
416437,[]
32284,"[{'name': 'Tritone Productions', 'id': 29692}]"
51955,[]
37410,"[{'name': 'Shooting Gallery', 'id': 1596}, {'name': 'True Fiction Pictures', 'id': 37909}]"
47481,[]
53765,"[{'name': 'Joel Castleberg Productions', 'id': 40460}]"
10674,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Walt Disney Feature Animation', 'id': 10217}]"
136134,"[{'name': 'Revolution Films', 'id': 163}]"
846,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Ten Thirteen Productions', 'id': 545}]"
12655,"[{'name': 'Shooting Gallery', 'id': 1596}, {'name': 'Bórd Scannán na hÉireann', 'id': 1898}, {'name': 'British Broadcasting Corporation (BBC)', 'id': 3324}, {'name': 'Treasure Entertainment', 'id': 21872}, {'name': 'Radio Telefís Éireann (RTÉ)', 'id': 40605}, {'name': 'Easkel Media', 'id': 70198}]"
3050,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Joseph M. Singer Entertainment', 'id': 1301}, {'name': 'Davis Entertainment', 'id': 1302}]"
1389,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Jersey Films', 'id': 216}]"
11020,"[{'name': 'The Australian Film Commission', 'id': 5186}, {'name': 'McElroy & McElroy', 'id': 8808}, {'name': 'Picnic Productions Pty. Ltd.', 'id': 16232}, {'name': 'British Empire Films Australia', 'id': 74363}]"
20862,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'ShadowCatcher Entertainment', 'id': 12269}]"
108548,[]
9464,[]
95,"[{'name': 'Jerry Bruckheimer Films', 'id': 130}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Valhalla Motion Pictures', 'id': 11533}]"
944,"[{'name': 'Silver Pictures', 'id': 1885}, {'name': 'Donner/Shuler-Donner Productions', 'id': 5739}, {'name': 'Warner Bros.', 'id': 6194}]"
35680,"[{'name': 'TriStar Pictures', 'id': 559}]"
11551,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'DreamWorks Pictures', 'id': 7293}]"
473,"[{'name': 'Truth and Soul Pictures Inc', 'id': 379}, {'name': 'Protozoa Pictures', 'id': 7503}, {'name': 'Harvest Filmworks', 'id': 22566}, {'name': 'Plantain Films', 'id': 22567}]"
102304,"[{'name': 'Circle Films', 'id': 11273}, {'name': 'DuArt', 'id': 20049}, {'name': 'Anyway Productions', 'id': 40240}]"
544,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]"
10513,"[{'name': 'Reynolds Pictures', 'id': 74116}]"
28966,"[{'name': 'Paramount Famous Lasky Corporation', 'id': 33333}]"
65203,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]"
143,"[{'name': 'Universal Pictures', 'id': 33}]"
42861,"[{'name': 'RKO Radio Pictures', 'id': 6}]"
33680,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]"
56164,"[{'name': 'Fox Film Corporation', 'id': 5488}]"
12311,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]"
43277,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]"
43278,"[{'name': 'Warner Bros.', 'id': 6194}]"
34106,"[{'name': 'Columbia Pictures', 'id': 5}]"
43266,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]"
27367,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]"
17661,"[{'name': 'Paramount Pictures', 'id': 4}]"
28580,"[{'name': 'Paramount', 'id': 6033}]"
887,"[{'name': 'Samuel Goldwyn Company, The', 'id': 28205}]"
33667,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]"
23383,"[{'name': 'Two Cities Films', 'id': 4006}]"
25430,"[{'name': 'Columbia Pictures Corporation', 'id': 441}]"
27191,"[{'name': 'Paramount Pictures', 'id': 4}]"
11426,"[{'name': 'Columbia Pictures Corporation', 'id': 441}]"
654,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Horizon Pictures', 'id': 388}]"
15919,"[{'name': 'United Artists', 'id': 60}, {'name': 'Hecht-Lancaster Productions', 'id': 30724}]"
1725,"[{'name': 'United Artists', 'id': 60}, {'name': 'Seven Arts', 'id': 8268}, {'name': 'Mirisch Pictures', 'id': 90571}]"
5769,"[{'name': 'Woodfall Film Productions', 'id': 1980}]"
874,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Highland Films', 'id': 571}]"
10633,"[{'name': 'United Artists', 'id': 60}, {'name': 'Mirisch Corporation, The', 'id': 13219}]"
17917,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Warwick Film Productions', 'id': 1807}, {'name': 'Romulus Films', 'id': 3632}]"
3116,"[{'name': 'United Artists', 'id': 60}, {'name': 'Florin Productions', 'id': 1323}, {'name': 'Jerome Hellman Productions', 'id': 1324}]"
1051,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': ""D'Antoni Productions"", 'id': 646}, {'name': 'Schine-Moore Productions', 'id': 73950}]"
1366,"[{'name': 'United Artists', 'id': 60}]"
12102,"[{'name': 'Columbia Pictures', 'id': 5}]"
16619,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Wildwood Enterprises', 'id': 316}]"
9443,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Enigma Productions', 'id': 7049}, {'name': 'The Ladd Company', 'id': 7965}, {'name': 'Allied Stars, Ltd.', 'id': 8770}]"
11050,"[{'name': 'Paramount Pictures', 'id': 4}]"
606,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Mirage Entertainment', 'id': 205}]"
746,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Hemdale Film Corporation', 'id': 469}, {'name': 'Recorded Pictures Company', 'id': 470}, {'name': 'Soprofilms', 'id': 472}, {'name': 'TAO Film', 'id': 473}, {'name': 'Yanco', 'id': 474}]"
380,"[{'name': 'United Artists', 'id': 60}, {'name': 'Star Partners II Ltd.', 'id': 206}]"
403,"[{'name': 'The Zanuck Company', 'id': 80}, {'name': 'Majestic Films International', 'id': 2630}, {'name': 'Warner Bros.', 'id': 6194}]"
11485,"[{'name': 'Palomar Pictures', 'id': 2380}, {'name': 'American Broadcasting Company (ABC)', 'id': 3065}]"
466,"[{'name': 'Gus Productions', 'id': 6174}, {'name': 'Warner Bros.', 'id': 6194}]"
13820,"[{'name': 'Edge City', 'id': 11463}]"
15389,"[{'name': 'Allagash Films', 'id': 3076}]"
13597,"[{'name': 'Lucasfilm', 'id': 1}, {'name': 'TriStar Pictures', 'id': 559}, {'name': 'Jim Henson Company, The', 'id': 6254}, {'name': 'Henson Associates (HA)', 'id': 24931}]"
2108,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Channel Productions', 'id': 8812}, {'name': 'A&M Films', 'id': 11043}]"
10014,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Smart Egg Pictures', 'id': 1531}]"
10072,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Smart Egg Pictures', 'id': 1531}]"
10131,"[{'name': 'New Line Cinema', 'id': 12}]"
10160,"[{'name': 'New Line Cinema', 'id': 12}]"
11284,"[{'name': 'New Line Cinema', 'id': 12}]"
4488,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Georgetown Productions Inc.', 'id': 16779}, {'name': 'Sean S. Cunningham Films', 'id': 17611}]"
9725,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Georgetown Productions, Inc.', 'id': 7512}]"
9728,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Jason Productions', 'id': 7513}]"
9730,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Friday Four, Inc.', 'id': 93280}]"
9731,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Georgetown Productions Inc.', 'id': 16779}]"
10225,"[{'name': 'Paramount Pictures', 'id': 4}]"
10281,"[{'name': 'Paramount Pictures', 'id': 4}]"
10283,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Sean S. Cunningham Films', 'id': 17611}, {'name': 'Horror Inc.', 'id': 62948}]"
948,"[{'name': 'Compass International Pictures', 'id': 14323}, {'name': 'Falcon International Productions', 'id': 22814}]"
11281,"[{'name': 'Universal Pictures', 'id': 33}]"
10676,"[{'name': 'Universal Pictures', 'id': 33}]"
11357,"[{'name': 'Dimension Films', 'id': 7405}]"
11361,"[{'name': 'Trans Pacific Films', 'id': 4351}]"
36599,"[{'name': 'Guardian Trust Company', 'id': 542}, {'name': 'Simcom Limited', 'id': 15059}, {'name': 'Prom Night Productions', 'id': 15060}]"
39929,"[{'name': 'Simcom Limited', 'id': 15059}, {'name': 'Allarcom Limited', 'id': 15493}, {'name': 'British Columbia Television', 'id': 15494}, {'name': 'CFCN Communications', 'id': 21287}, {'name': 'TBA Film', 'id': 21288}]"
41828,"[{'name': 'Norstar Entertainment', 'id': 16953}, {'name': 'Famous Players', 'id': 36555}, {'name': 'Comweb Productions', 'id': 61660}]"
41769,"[{'name': 'Norstar Entertainment', 'id': 16953}]"
10585,"[{'name': 'United Artists', 'id': 60}]"
11186,"[{'name': 'Universal Pictures', 'id': 33}]"
11187,"[{'name': 'Universal Pictures', 'id': 33}]"
609,"[{'name': 'SLM Production Group', 'id': 396}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]"
11133,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]"
10306,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]"
9552,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Hoya Productions', 'id': 48184}]"
11586,"[{'name': 'Warner Bros.', 'id': 6194}]"
11587,"[{'name': 'Morgan Creek Productions', 'id': 10210}]"
941,"[{'name': 'Silver Pictures', 'id': 1885}, {'name': 'Warner Bros.', 'id': 6194}]"
942,"[{'name': 'Silver Pictures', 'id': 1885}, {'name': 'Warner Bros.', 'id': 6194}]"
943,"[{'name': 'Silver Pictures', 'id': 1885}, {'name': 'Warner Bros.', 'id': 6194}]"
927,"[{'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Warner Bros.', 'id': 6194}]"
928,"[{'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Warner Bros.', 'id': 6194}]"
9340,"[{'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Warner Bros.', 'id': 6194}]"
9342,"[{'name': 'Amblin Entertainment', 'id': 56}, {'name': 'TriStar Pictures', 'id': 559}]"
38509,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'Addis Wechsler Pictures', 'id': 4665}]"
60033,[]
12101,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]"
19,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Universum Film (UFA)', 'id': 12372}]"
165,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'U-Drive Productions', 'id': 20448}]"
196,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'U-Drive Productions', 'id': 20448}]"
551,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Kent Productions', 'id': 10281}]"
16084,"[{'name': 'Walt Disney Pictures', 'id': 2}]"
17984,"[{'name': 'Walt Disney Productions', 'id': 3166}]"
22328,"[{'name': 'Walt Disney Productions', 'id': 3166}]"
32611,"[{'name': 'Walt Disney Productions', 'id': 3166}]"
3170,"[{'name': 'Walt Disney Productions', 'id': 3166}]"
346,"[{'name': 'Toho Company', 'id': 882}]"
859,"[{'name': 'Lorimar Film Entertainment', 'id': 1176}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'NFH Productions', 'id': 18737}]"
841,"[{'name': 'Dino De Laurentiis Company', 'id': 10308}]"
11051,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Cineplex-Odeon Films', 'id': 5231}]"
242,"[{'name': 'Paramount Pictures', 'id': 4}]"
1411,"[{'name': 'Fine Line Features', 'id': 8}]"
9769,"[{'name': 'Pathé', 'id': 7981}, {'name': 'Lolita Productions', 'id': 21143}]"
9424,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Beacon Communications', 'id': 919}, {'name': 'Hoyts Film Partnership', 'id': 2848}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Behavioral Problem Productions Ltd.', 'id': 33088}]"
9835,"[{'name': 'Tapestry Films', 'id': 870}, {'name': 'Touchstone Pictures', 'id': 9195}]"
857,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Mutual Film Company', 'id': 762}, {'name': 'Mark Gordon Productions', 'id': 11362}]"
17539,"[{'name': 'Revolutionary Eye LLC', 'id': 19397}]"
44322,[]
22777,[]
20173,[]
10957,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Silver Screen Partners II', 'id': 10531}]"
9570,"[{'name': 'Walt Disney Productions', 'id': 3166}]"
16249,"[{'name': 'Walt Disney Productions', 'id': 3166}]"
13962,"[{'name': 'Walt Disney Pictures', 'id': 2}]"
14612,"[{'name': 'Walt Disney Productions', 'id': 3166}]"
19378,"[{'name': 'Walt Disney Productions', 'id': 3166}]"
65157,[]
29228,"[{'name': 'Walt Disney Pictures', 'id': 2}]"
19379,"[{'name': 'Walt Disney Productions', 'id': 3166}]"
11164,"[{'name': 'Walt Disney', 'id': 5888}]"
18887,[]
40866,[]
24736,"[{'name': 'Amblin Entertainment', 'id': 56}, {'name': 'The Walt Disney Company', 'id': 10079}]"
10122,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'New Star Entertainment', 'id': 1340}, {'name': 'Producers Sales Organization (PSO)', 'id': 11670}]"
24816,"[{'name': 'Walt Disney Productions', 'id': 3166}]"
9994,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Silver Screen Partners II', 'id': 10531}]"
25445,"[{'name': 'Walt Disney Pictures', 'id': 2}]"
12129,"[{'name': 'Walt Disney Productions', 'id': 3166}]"
14140,"[{'name': 'Walt Disney Productions', 'id': 3166}]"
10439,"[{'name': 'Walt Disney Pictures', 'id': 2}]"
11158,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Touchwood Pacific Partners 1', 'id': 8830}]"
9354,"[{'name': 'Buena Vista', 'id': 32}]"
28736,[]
34774,"[{'name': 'Walt Disney Productions', 'id': 3166}]"
37969,"[{'name': 'Walt Disney Pictures', 'id': 2}]"
9631,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Warner Bros.', 'id': 6194}]"
9820,"[{'name': 'Walt Disney Pictures', 'id': 2}]"
14013,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Zucker Brothers Productions', 'id': 2851}]"
36606,[]
96196,"[{'name': 'Arts Council of England', 'id': 718}, {'name': 'British Broadcasting Company', 'id': 8330}, {'name': 'British Screen Productions', 'id': 12745}]"
98505,[]
1779,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Dog Eat Dog Films', 'id': 26137}]"
10849,"[{'name': 'Orion Pictures', 'id': 41}]"
678,"[{'name': 'RKO Radio Pictures', 'id': 6}]"
907,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]"
5961,"[{'name': 'Sveriges Television (SVT)', 'id': 3221}, {'name': 'Cinematograph AB', 'id': 7445}, {'name': 'Svenska Filminstitutet (SFI)', 'id': 7446}, {'name': 'Tobis Filmkunst', 'id': 7448}]"
47908,"[{'name': 'FilmDallas Pictures', 'id': 18071}, {'name': 'Bountiful Film Partners', 'id': 18090}]"
42121,"[{'name': 'Antron Media Production', 'id': 18094}]"
2887,"[{'name': 'HBO Films', 'id': 7429}]"
11974,"[{'name': 'Imagine Entertainment', 'id': 23}]"
20348,"[{'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Warner Bros.', 'id': 6194}]"
26648,"[{'name': 'Ital-Noleggio Cinematografico', 'id': 4990}, {'name': 'Lotar Film Productions', 'id': 4991}]"
11911,"[{'name': 'Mafilm', 'id': 8100}, {'name': 'Objektív Film', 'id': 55540}]"
793,"[{'name': 'De Laurentiis Entertainment Group (DEG)', 'id': 484}]"
35144,"[{'name': 'Buena Vista Distribution Company', 'id': 20741}]"
9325,"[{'name': 'Walt Disney Pictures', 'id': 2}]"
43037,"[{'name': 'Walt Disney Productions', 'id': 3166}]"
10340,"[{'name': 'Walt Disney Productions', 'id': 3166}]"
10144,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Silver Screen Partners IV', 'id': 10282}]"
10414,"[{'name': 'Walt Disney', 'id': 5888}]"
10437,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Jim Henson Company, The', 'id': 6254}]"
15300,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Touchwood Pacific Partners 1', 'id': 8830}]"
12230,"[{'name': 'Walt Disney Productions', 'id': 3166}]"
13380,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Telefilm Canada', 'id': 7320}, {'name': 'Silver Screen Partners II', 'id': 10531}]"
10693,"[{'name': 'RKO Radio Pictures', 'id': 6}, {'name': 'Walt Disney Productions', 'id': 3166}]"
11335,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Walt Disney Productions', 'id': 3166}]"
11135,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Walt Disney Feature Animation', 'id': 10217}, {'name': 'Silver Screen Partners IV', 'id': 10282}]"
11319,"[{'name': 'Walt Disney Productions', 'id': 3166}]"
14822,[]
15969,"[{'name': 'Walt Disney Television Animation', 'id': 3475}]"
13155,"[{'name': 'Silver Screen Partners II', 'id': 10531}, {'name': 'Oz Productions Ltd.', 'id': 15395}]"
10249,"[{'name': 'Walt Disney Pictures', 'id': 2}]"
15943,"[{'name': 'Walt Disney Productions', 'id': 3166}]"
10882,"[{'name': 'Walt Disney Productions', 'id': 3166}]"
24808,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Bryna Productions', 'id': 611}]"
19762,"[{'name': 'Walt Disney', 'id': 5888}]"
13850,"[{'name': 'Walt Disney Pictures', 'id': 2}]"
2619,"[{'name': 'Touchstone Pictures', 'id': 9195}]"
65158,"[{'name': 'Walt Disney Pictures', 'id': 2}]"
53565,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Celebrity Productions', 'id': 3197}]"
41841,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Caravan Pictures', 'id': 175}]"
27332,"[{'name': 'Walt Disney Productions', 'id': 3166}]"
97,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Lisberger/Kushner', 'id': 558}]"
10419,"[{'name': 'Hollywood Pictures', 'id': 915}, {'name': 'Touchwood Pacific Partners 1', 'id': 8830}]"
11675,"[{'name': 'Dimension Films', 'id': 7405}]"
2107,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'L.A. Films', 'id': 960}, {'name': 'Carolco Pictures', 'id': 14723}]"
6471,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Aspen Film Society', 'id': 1951}]"
9442,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Aspen Film Society', 'id': 1951}]"
11591,"[{'name': 'Warner Bros.', 'id': 6194}]"
13697,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]"
19158,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Graveyard Productions', 'id': 3826}, {'name': 'JVC Entertainment Networks', 'id': 4248}]"
227,"[{'name': 'American Zoetrope', 'id': 70}, {'name': 'Warner Bros.', 'id': 6194}]"
87,"[{'name': 'Lucasfilm', 'id': 1}, {'name': 'Paramount Pictures', 'id': 4}]"
123,"[{'name': 'United Artists', 'id': 60}, {'name': 'Fantasy Films', 'id': 286}]"
9314,"[{'name': 'Umbrella-Rosenblum Film Production', 'id': 9998}, {'name': 'Atlantic Releasing Corporation', 'id': 18947}, {'name': 'Virgin Benelux', 'id': 86083}, {'name': 'Virgin Schallplatten', 'id': 86084}]"
11336,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Lorimar Film Entertainment', 'id': 1176}, {'name': 'Dino De Laurentiis Company', 'id': 10308}]"
9980,"[{'name': 'De Laurentiis Entertainment Group (DEG)', 'id': 484}]"
10657,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Castle Rock Entertainment', 'id': 97}]"
10489,"[{'name': 'TAFT Entertainment Pictures', 'id': 965}, {'name': 'Sunn Classic Pictures', 'id': 6177}]"
10823,"[{'name': 'Hal Roach Studios', 'id': 2159}, {'name': 'Cinema Group', 'id': 5093}, {'name': 'Planet Productions', 'id': 6562}, {'name': 'Angeles Entertainment Group', 'id': 12591}, {'name': 'Inverness Productions', 'id': 12592}, {'name': 'Gatlin', 'id': 52197}]"
11497,"[{'name': 'United Artists', 'id': 60}, {'name': 'Goldcrest Films International', 'id': 500}, {'name': 'Sullivan Bluth Studios', 'id': 6422}]"
2907,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Orion Pictures', 'id': 41}, {'name': 'Scott Rudin Productions', 'id': 258}]"
9454,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]"
8688,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'DeBart', 'id': 2519}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': ""Mel's Cite du Cinema"", 'id': 54502}]"
118452,"[{'name': 'Forensic Films', 'id': 2813}, {'name': 'Toast Films', 'id': 40126}]"
16155,"[{'name': 'October Films', 'id': 236}, {'name': 'Andell Entertainment', 'id': 1683}, {'name': 'Blue Guitar Films', 'id': 40263}]"
48894,[]
