adult,id,imdb_id,original_language,popularity,release_date,runtime,title,video,vote_average,vote_count
False,9464,tt0118789,en,9.167761,1998-01-20,110.0,Buffalo '66,False,7.2,172.0
False,95,tt0120591,en,13.235112,1998-07-01,151.0,Armageddon,False,6.5,2540.0
False,944,tt0122151,en,14.470551,1998-07-10,127.0,Lethal Weapon 4,False,6.3,782.0
False,35680,tt0123987,en,2.847458,1998-07-10,89.0,Madeline,False,5.1,46.0
False,11551,tt0122718,en,10.03936,1998-07-10,110.0,Small Soldiers,False,6.2,522.0
False,473,tt0138704,en,10.621362,1998-07-10,84.0,Pi,False,7.1,600.0
False,102304,tt0140688,en,0.291914,1998-07-10,112.0,Whatever,False,8.3,2.0
False,544,tt0129387,en,11.688958,1998-07-15,119.0,There's Something About Mary,False,6.5,1616.0
False,10513,tt0052077,en,8.084953,1959-07-22,79.0,Plan 9 from Outer Space,False,4.4,137.0
False,28966,tt0018578,en,8.545698,1927-08-12,141.0,Wings,False,7.0,59.0
False,65203,tt0019729,en,0.758012,1929-02-08,100.0,The Broadway Melody,False,5.0,20.0
False,143,tt0020629,en,15.235056,1930-04-29,133.0,All Quiet on the Western Front,False,7.5,166.0
False,42861,tt0021746,en,1.133556,1931-02-09,123.0,Cimarron,False,5.1,22.0
False,33680,tt0022958,en,11.118844,1932-05-25,112.0,Grand Hotel,False,6.5,67.0
False,56164,tt0023876,en,1.196324,1933-02-08,110.0,Cavalcade,False,4.6,17.0
False,12311,tt0026752,en,7.135215,1935-11-08,132.0,Mutiny on the Bounty,False,7.1,72.0
False,43277,tt0027698,en,0.715129,1936-04-08,176.0,The Great Ziegfeld,False,6.2,19.0
False,43278,tt0029146,en,1.142535,1937-10-02,116.0,The Life of Emile Zola,False,6.6,19.0
False,34106,tt0030993,en,4.370592,1938-08-23,126.0,You Can't Take It With You,False,7.2,79.0
False,43266,tt0033729,en,9.058578,1941-10-28,118.0,How Green Was My Valley,False,6.9,76.0
False,27367,tt0035093,en,3.306745,1942-06-04,134.0,Mrs. Miniver,False,6.7,47.0
False,17661,tt0036872,en,5.682778,1944-05-15,130.0,Going My Way,False,6.9,37.0
False,28580,tt0037884,en,8.731331,1945-11-25,101.0,The Lost Weekend,False,7.4,115.0
False,887,tt0036868,en,6.069343,1946-12-25,172.0,The Best Years of Our Lives,False,7.6,148.0
False,33667,tt0039416,en,6.857318,1947-11-11,118.0,Gentleman's Agreement,False,6.8,48.0
False,23383,tt0040416,en,3.188067,1948-03-25,155.0,Hamlet,False,7.1,48.0
False,25430,tt0041113,en,3.975372,1949-11-08,109.0,All the King's Men,False,6.3,51.0
False,27191,tt0044672,en,4.011363,1952-01-10,152.0,The Greatest Show on Earth,False,6.6,51.0
False,11426,tt0045793,en,5.358582,1953-08-28,118.0,From Here to Eternity,False,7.2,137.0
False,654,tt0047296,en,18.211093,1954-06-22,108.0,On the Waterfront,False,8.0,368.0
False,15919,tt0048356,en,11.589081,1955-04-11,90.0,Marty,False,7.2,75.0
False,1725,tt0055614,en,8.389903,1961-10-18,152.0,West Side Story,False,7.0,399.0
False,5769,tt0057590,en,3.315827,1963-10-06,128.0,Tom Jones,False,6.1,40.0
False,874,tt0060665,en,6.997888,1966-12-12,120.0,A Man for All Seasons,False,7.5,90.0
False,10633,tt0061811,en,9.059617,1967-08-02,109.0,In the Heat of the Night,False,7.5,207.0
False,17917,tt0063385,en,8.630078,1968-09-26,153.0,Oliver!,False,7.0,106.0
False,3116,tt0064665,en,10.579988,1969-05-25,113.0,Midnight Cowboy,False,7.4,307.0
False,1051,tt0067116,en,6.694959,1971-10-09,104.0,The French Connection,False,7.4,435.0
False,1366,tt0075148,en,14.774066,1976-11-21,119.0,Rocky,False,7.5,1843.0
False,12102,tt0079417,en,9.741644,1979-12-18,105.0,Kramer vs. Kramer,False,7.4,483.0
False,16619,tt0081283,en,8.934661,1980-09-19,124.0,Ordinary People,False,7.4,147.0
False,9443,tt0082158,en,6.877698,1981-05-15,123.0,Chariots of Fire,False,6.9,213.0
False,11050,tt0086425,en,8.785209,1983-11-20,132.0,Terms of Endearment,False,6.9,178.0
False,606,tt0089755,en,14.004074,1985-12-20,161.0,Out of Africa,False,7.0,290.0
False,746,tt0093389,en,11.076971,1987-10-21,163.0,The Last Emperor,False,7.4,362.0
False,380,tt0095953,en,11.267467,1988-12-11,133.0,Rain Man,False,7.6,1762.0
False,403,tt0097239,en,10.703677,1989-12-13,99.0,Driving Miss Daisy,False,7.0,358.0
False,11485,tt0065063,en,9.15948,1969-08-18,85.0,Take the Money and Run,False,7.0,177.0
False,466,tt0067309,en,9.328822,1971-06-21,114.0,Klute,False,6.5,88.0
False,13820,tt0087995,en,6.357559,1984-02-20,92.0,Repo Man,False,6.7,146.0
False,15389,tt0100142,en,1.68399,1990-08-03,98.0,Metropolitan,False,7.0,39.0
False,13597,tt0091369,en,13.009688,1986-06-27,101.0,Labyrinth,False,7.1,618.0
False,2108,tt0088847,en,12.627678,1985-02-15,97.0,The Breakfast Club,False,7.8,2189.0
False,10014,tt0089686,en,8.668146,1985-10-31,87.0,A Nightmare on Elm Street Part 2: Freddy's Revenge,False,5.7,367.0
False,10072,tt0093629,en,10.035081,1987-02-27,96.0,A Nightmare on Elm Street 3: Dream Warriors,False,6.5,363.0
False,10131,tt0095742,en,8.120317,1988-08-19,99.0,A Nightmare on Elm Street 4: The Dream Master,False,5.8,287.0
False,10160,tt0097981,en,7.534739,1989-08-11,89.0,A Nightmare on Elm Street 5: The Dream Child,False,5.5,251.0
False,11284,tt0101917,en,11.560358,1991-09-05,89.0,Freddy's Dead: The Final Nightmare,False,5.1,280.0
False,4488,tt0080761,en,12.146747,1980-05-09,95.0,Friday the 13th,False,6.4,622.0
False,9725,tt0082418,en,8.710824,1981-05-01,87.0,Friday the 13th Part 2,False,6.0,321.0
False,9728,tt0083972,en,7.99229,1982-08-13,95.0,Friday the 13th Part III,False,5.7,257.0
False,9730,tt0087298,en,10.175913,1984-04-13,91.0,Friday the 13th: The Final Chapter,False,5.9,241.0
False,9731,tt0089173,en,9.094477,1985-03-22,92.0,Friday the 13th: A New Beginning,False,5.1,200.0
False,10225,tt0091080,en,8.122042,1986-08-01,86.0,Friday the 13th Part VI: Jason Lives,False,5.7,219.0
False,10281,tt0095179,en,7.909022,1988-05-13,88.0,Friday the 13th Part VII: The New Blood,False,5.3,196.0
False,10283,tt0097388,en,7.743144,1989-07-28,100.0,Friday the 13th Part VIII: Jason Takes Manhattan,False,4.8,194.0
False,948,tt0077651,en,13.672759,1978-10-25,91.0,Halloween,False,7.4,1066.0
False,11281,tt0082495,en,13.501144,1981-10-30,92.0,Halloween II,False,6.4,370.0
False,10676,tt0085636,en,6.066618,1982-10-22,98.0,Halloween III: Season of the Witch,False,5.0,232.0
False,11357,tt0095271,en,6.199806,1988-10-21,88.0,Halloween 4: The Return of Michael Myers,False,5.9,212.0
False,11361,tt0097474,en,6.585405,1989-10-12,96.0,Halloween 5: The Revenge of Michael Myers,False,5.3,187.0
False,36599,tt0081383,en,3.65867,1980-07-18,92.0,Prom Night,False,6.0,85.0
False,39929,tt0093176,en,5.383766,1987-11-13,97.0,Hello Mary Lou: Prom Night II,False,6.0,35.0
False,41828,tt0098136,en,1.506989,1990-03-30,97.0,Prom Night III: The Last Kiss,False,5.1,15.0
False,41769,tt0105179,en,2.190786,1992-02-14,92.0,Prom Night IV: Deliver Us from Evil,False,4.4,15.0
False,10585,tt0094862,en,19.827546,1988-11-08,87.0,Child's Play,False,6.3,605.0
False,11186,tt0099253,en,14.310479,1990-11-09,84.0,Child's Play 2,False,5.8,323.0
False,11187,tt0103956,en,24.515462,1991-08-30,90.0,Child's Play 3,False,5.5,274.0
False,609,tt0084516,en,11.776326,1982-06-04,114.0,Poltergeist,False,7.1,811.0
False,11133,tt0091778,en,6.701138,1986-05-23,91.0,Poltergeist II: The Other Side,False,5.8,172.0
False,10306,tt0095889,en,7.977693,1988-06-10,98.0,Poltergeist III,False,4.6,127.0
False,9552,tt0070047,en,12.137595,1973-12-26,122.0,The Exorcist,False,7.5,2046.0
False,11586,tt0076009,en,8.266984,1977-06-17,118.0,Exorcist II: The Heretic,False,4.5,137.0
False,11587,tt0099528,en,5.861032,1990-08-17,110.0,The Exorcist III,False,6.1,135.0
False,941,tt0093409,en,13.183804,1987-03-06,110.0,Lethal Weapon,False,7.0,1367.0
False,942,tt0097733,en,12.834276,1989-07-07,114.0,Lethal Weapon 2,False,6.7,1066.0
False,943,tt0104714,en,10.786007,1992-05-15,118.0,Lethal Weapon 3,False,6.4,824.0
False,927,tt0087363,en,11.333125,1984-06-07,106.0,Gremlins,False,6.9,1629.0
False,928,tt0099700,en,14.383185,1990-06-15,106.0,Gremlins 2: The New Batch,False,6.3,664.0
False,9340,tt0089218,en,14.280703,1985-06-06,114.0,The Goonies,False,7.4,1563.0
False,9342,tt0120746,en,11.348096,1998-07-16,136.0,The Mask of Zorro,False,6.3,1211.0
False,38509,tt0119910,en,4.387797,1998-01-16,105.0,Polish Wedding,False,5.4,18.0
False,60033,tt0117898,en,0.02329,1997-07-11,100.0,"This World, Then the Fireworks",False,0.0,0.0
False,12101,tt0070723,en,7.630456,1973-04-19,97.0,Soylent Green,False,6.8,305.0
False,19,tt0017136,de,14.487867,1927-01-10,153.0,Metropolis,False,8.0,666.0
False,165,tt0096874,en,13.689855,1989-11-20,108.0,Back to the Future Part II,False,7.4,3926.0
False,196,tt0099088,en,13.043999,1990-05-25,118.0,Back to the Future Part III,False,7.1,2978.0
False,551,tt0069113,en,10.341849,1972-12-01,117.0,The Poseidon Adventure,False,7.3,274.0
False,16084,tt0076054,en,8.977922,1976-12-17,95.0,Freaky Friday,False,6.3,64.0
False,17984,tt0054594,en,3.708247,1961-03-16,96.0,The Absent-Minded Professor,False,6.7,41.0
False,22328,tt0078790,en,1.036492,1979-06-27,88.0,The Apple Dumpling Gang Rides Again,False,6.3,18.0
False,32611,tt0054649,en,1.365451,1961-12-14,106.0,Babes in Toyland,False,5.8,18.0
False,3170,tt0034492,en,13.698132,1942-08-14,70.0,Bambi,False,6.8,1450.0
False,346,tt0047478,ja,15.01777,1954-04-26,207.0,Seven Samurai,False,8.2,892.0
False,859,tt0094947,en,11.46781,1988-12-16,119.0,Dangerous Liaisons,False,7.1,267.0
False,841,tt0087182,en,9.261189,1984-12-14,137.0,Dune,False,6.5,576.0
False,11051,tt0095497,en,11.370288,1988-08-12,164.0,The Last Temptation of Christ,False,7.0,206.0
False,242,tt0099674,en,17.185349,1990-12-24,162.0,The Godfather: Part III,False,7.1,1589.0
False,1411,tt0102757,en,8.319631,1991-10-04,100.0,The Rapture,False,6.4,15.0
False,9769,tt0119558,en,10.618141,1997-09-27,137.0,Lolita,False,7.0,288.0
False,9424,tt0134619,en,11.054751,1998-07-24,84.0,Disturbing Behavior,False,5.5,104.0
False,9835,tt0120741,en,6.046893,1998-07-24,84.0,Jane Austen's Mafia!,False,5.4,52.0
False,857,tt0120815,en,21.758054,1998-07-24,169.0,Saving Private Ryan,False,7.9,5148.0
False,17539,tt0137386,en,3.993327,1998-07-24,92.0,Billy's Hollywood Screen Kiss,False,5.2,11.0
False,44322,tt0119007,zh,1.108362,1996-01-01,90.0,East Palace West Palace,False,8.3,3.0
False,22777,tt0066728,en,0.808654,1971-06-30,89.0,The Million Dollar Duck,False,5.7,13.0
False,20173,tt0066811,en,0.914294,1971-03-17,96.0,The Barefoot Executive,False,5.2,10.0
False,10957,tt0088814,en,9.806685,1985-07-24,80.0,The Black Cauldron,False,6.5,228.0
False,9570,tt0078869,en,7.499388,1979-12-18,98.0,The Black Hole,False,6.1,132.0
False,16249,tt0062737,en,2.895685,1968-02-08,106.0,Blackbeard's Ghost,False,6.9,42.0
False,13962,tt0109287,en,12.960346,1994-02-11,93.0,Blank Check,False,5.1,87.0
False,14612,tt0075807,en,2.69658,1977-12-16,101.0,Candleshoe,False,7.0,28.0
False,19378,tt0077305,en,2.889806,1978-06-09,104.0,The Cat from Outer Space,False,5.6,27.0
False,65157,tt0097053,en,0.011574,1989-08-18,83.0,Cheetah,False,5.9,10.0
False,29228,tt0065566,en,4.044429,1969-12-29,91.0,The Computer Wore Tennis Shoes,False,5.8,28.0
False,19379,tt0082199,en,3.327697,1981-07-02,90.0,Condorman,False,5.6,37.0
False,11164,tt0109520,en,11.117131,1994-03-25,106.0,D2: The Mighty Ducks,False,5.8,135.0
False,18887,tt0052722,en,3.276605,1959-06-29,93.0,Darby O'Gill and the Little People,False,6.7,35.0
False,40866,tt0082263,en,0.537292,1981-03-06,96.0,The Devil and Max Devlin,False,6.3,6.0
False,24736,tt0106868,en,9.040158,1993-03-12,100.0,A Far Off Place,False,6.3,15.0
False,10122,tt0091059,en,5.526865,1986-07-30,90.0,Flight of the Navigator,False,6.9,227.0
False,24816,tt0061715,en,1.479408,1967-07-17,85.0,The Gnome-Mobile,False,5.8,23.0
False,9994,tt0091149,en,11.183924,1986-07-02,74.0,The Great Mouse Detective,False,6.9,334.0
False,25445,tt0061749,en,3.395277,1967-06-26,172.0,The Happiest Millionaire,False,5.8,8.0
False,12129,tt0080861,en,3.13734,1980-06-25,110.0,Herbie Goes Bananas,False,5.3,48.0
False,14140,tt0076137,en,4.705091,1977-06-24,105.0,Herbie Goes To Monte Carlo,False,5.9,65.0
False,10439,tt0107120,en,10.390708,1993-07-16,96.0,Hocus Pocus,False,6.5,491.0
False,11158,tt0104437,en,12.337898,1992-07-16,89.0,Honey I Blew Up the Kid,False,4.8,272.0
False,9354,tt0097523,en,12.358786,1989-06-22,93.0,"Honey, I Shrunk the Kids",False,6.1,756.0
False,28736,tt0077698,en,1.366163,1978-07-05,90.0,Hot Lead & Cold Feet,False,5.7,11.0
False,34774,tt0056095,en,2.679615,1962-12-01,98.0,In Search of the Castaways,False,6.2,20.0
False,37969,tt0057180,en,1.791587,1963-11-20,80.0,The Incredible Journey,False,6.3,22.0
False,9631,tt0120768,en,7.65502,1998-07-29,140.0,The Negotiator,False,6.8,593.0
False,9820,tt0120783,en,7.768828,1998-07-28,127.0,The Parent Trap,False,6.8,768.0
False,14013,tt0131857,en,10.107454,1998-07-28,103.0,BASEketball,False,5.9,150.0
False,36606,tt0119165,en,11.009822,1997-09-09,97.0,Full Tilt Boogie,False,7.0,19.0
False,96196,tt0120687,en,0.666802,1998-07-31,115.0,The Governess,False,6.8,8.0
False,98505,tt0124115,fr,0.431005,1997-12-17,91.0,Seventh Heaven,False,4.7,3.0
False,1779,tt0098213,en,4.877009,1989-09-01,91.0,Roger & Me,False,7.4,92.0
False,10849,tt0089853,en,6.133697,1985-03-01,82.0,The Purple Rose of Cairo,False,7.3,206.0
False,678,tt0039689,en,5.34379,1947-11-13,97.0,Out of the Past,False,7.6,111.0
False,907,tt0059113,en,8.489499,1965-12-22,197.0,Doctor Zhivago,False,7.4,252.0
False,5961,tt0083922,sv,5.472431,1982-12-17,188.0,Fanny & Alexander,False,7.3,138.0
False,47908,tt0090203,en,1.210627,1985-12-20,108.0,The Trip to Bountiful,False,7.3,12.0
False,42121,tt0086423,en,1.160488,1983-04-02,92.0,Tender Mercies,False,6.1,22.0
False,2887,tt0106273,en,2.643288,1993-09-11,140.0,And the Band Played On,False,5.8,24.0
False,11974,tt0096734,en,7.889227,1989-02-17,101.0,The 'Burbs,False,6.6,312.0
False,20348,tt0089126,en,11.350645,1985-01-25,91.0,Fandango,False,6.6,39.0
False,26648,tt0071910,en,4.266305,1974-04-03,118.0,The Night Porter,False,6.6,53.0
False,11911,tt0082736,de,5.663598,1981-04-29,144.0,Mephisto,False,7.1,33.0
False,793,tt0090756,en,7.882247,1986-08-01,120.0,Blue Velvet,False,7.7,758.0
False,35144,tt0089385,en,1.29288,1985-09-25,101.0,The Journey of Natty Gann,False,6.4,27.0
False,9325,tt0061852,en,22.845448,1967-10-17,78.0,The Jungle Book,False,7.1,1791.0
False,43037,tt0053994,en,2.532177,1960-01-01,97.0,Kidnapped,False,6.4,6.0
False,10340,tt0048280,en,12.994387,1955-06-16,76.0,Lady and the Tramp,False,6.9,1241.0
False,10144,tt0097757,en,17.496832,1989-11-17,83.0,The Little Mermaid,False,7.2,1921.0
False,10414,tt0104868,en,6.113646,1992-10-01,101.0,The Mighty Ducks,False,6.4,203.0
False,10437,tt0104940,en,14.630571,1992-12-10,85.0,The Muppet Christmas Carol,False,7.2,217.0
False,15300,tt0104990,en,4.095602,1992-04-10,121.0,Newsies,False,6.2,66.0
False,12230,tt0055254,en,15.727519,1961-01-25,79.0,One Hundred and One Dalmatians,False,6.8,1643.0
False,13380,tt0089731,en,11.890036,1985-11-22,88.0,One Magic Christmas,False,5.7,15.0
False,10693,tt0046183,en,16.861533,1953-02-05,77.0,Peter Pan,False,7.0,1380.0
False,11335,tt0081353,en,9.126162,1980-12-12,114.0,Popeye,False,5.3,157.0
False,11135,tt0100477,en,1.562471,1990-11-16,77.0,The Rescuers Down Under,False,6.6,303.0
False,11319,tt0076618,en,11.32442,1977-06-22,78.0,The Rescuers,False,6.7,609.0
False,14822,tt0078158,en,3.936986,1978-03-10,95.0,Return from Witch Mountain,False,5.6,38.0
False,15969,tt0107952,en,12.099799,1994-12-15,69.0,The Return of Jafar,False,5.7,447.0
False,13155,tt0089908,en,6.523262,1985-06-21,109.0,Return to Oz,False,6.6,122.0
False,10249,tt0102803,en,10.536644,1991-06-21,108.0,The Rocketeer,False,6.3,265.0
False,15943,tt0075200,en,1.48253,1976-12-17,91.0,The Shaggy D.A.,False,5.4,15.0
False,10882,tt0053285,en,14.276169,1959-01-28,75.0,Sleeping Beauty,False,6.8,1332.0
False,24808,tt0086336,en,3.985819,1983-04-29,95.0,Something Wicked This Way Comes,False,6.6,38.0
False,19762,tt0057518,en,2.545544,1963-01-16,100.0,Son of Flubber,False,6.7,16.0
False,13850,tt0038969,en,4.045635,1946-11-12,91.0,Song of the South,False,6.9,69.0
False,2619,tt0088161,en,8.441602,1984-03-09,111.0,Splash,False,6.1,328.0
False,65158,tt0111271,en,1.935006,1994-10-28,102.0,Squanto: A Warrior's Tale,False,6.1,7.0
False,53565,tt0019422,en,3.394625,1928-11-18,8.0,Steamboat Willie,False,7.4,76.0
False,41841,tt0111359,en,1.283015,1995-03-24,98.0,Tall Tale,False,6.6,15.0
False,27332,tt0084783,en,5.540117,1982-07-30,103.0,Tex,False,5.9,9.0
False,97,tt0084827,en,16.574021,1982-07-09,96.0,Tron,False,6.6,717.0
False,10419,tt0108265,en,4.379054,1993-03-05,112.0,Swing Kids,False,6.7,63.0
False,11675,tt0120694,en,8.619068,1998-08-05,86.0,Halloween: H20,False,5.7,306.0
False,2107,tt0102250,en,7.775188,1991-02-08,95.0,L.A. Story,False,6.4,88.0
False,6471,tt0079367,en,5.873021,1979-12-14,94.0,The Jerk,False,7.0,272.0
False,9442,tt0083798,en,5.515136,1982-05-21,89.0,Dead Men Don't Wear Plaid,False,6.5,104.0
False,11591,tt0085894,en,12.157229,1983-06-10,93.0,The Man with Two Brains,False,6.2,131.0
False,13697,tt0101969,en,4.422985,1991-12-25,134.0,Grand Canyon,False,6.8,51.0
False,19158,tt0099697,en,4.668541,1990-10-26,89.0,Graveyard Shift,False,4.5,52.0
False,227,tt0086066,en,6.435926,1983-03-25,91.0,The Outsiders,False,6.9,293.0
False,87,tt0087469,en,15.802306,1984-05-23,118.0,Indiana Jones and the Temple of Doom,False,7.1,2841.0
False,123,tt0077869,en,7.914795,1978-11-15,132.0,The Lord of the Rings,False,6.1,187.0
False,9314,tt0087803,en,11.513066,1984-10-10,113.0,Nineteen Eighty-Four,False,6.8,311.0
False,11336,tt0085407,en,11.194448,1983-10-21,103.0,The Dead Zone,False,6.9,320.0
False,9980,tt0091499,en,6.614078,1986-07-25,97.0,Maximum Overdrive,False,5.5,170.0
False,10657,tt0107665,en,10.560238,1993-08-27,120.0,Needful Things,False,5.9,136.0
False,10489,tt0085382,en,7.065626,1983-08-10,91.0,Cujo,False,5.7,194.0
False,10823,tt0087050,en,11.84696,1984-03-09,93.0,Children of the Corn,False,5.6,243.0
False,11497,tt0096787,en,7.068389,1989-11-17,89.0,All Dogs Go to Heaven,False,6.3,244.0
False,2907,tt0101272,en,12.962525,1991-11-22,99.0,The Addams Family,False,6.7,871.0
False,9454,tt0120631,en,13.309701,1998-07-31,121.0,Ever After: A Cinderella Story,False,6.8,408.0
False,8688,tt0120832,en,11.604533,1998-08-07,98.0,Snake Eyes,False,5.8,331.0
False,118452,tt0128214,en,0.546143,1998-08-07,94.0,"First Love, Last Rites",False,3.0,1.0
False,16155,tt0120813,en,3.383704,1998-08-17,88.0,Safe Men,False,6.3,17.0
False,48894,tt0120056,en,0.113565,1997-04-25,108.0,The Saltmen of Tibet,False,6.5,3.0
False,23954,tt0080388,en,3.835188,1980-09-02,104.0,Atlantic City,False,6.7,58.0
False,12761,tt0077711,sv,4.850503,1978-10-08,90.0,Autumn Sonata,False,7.8,83.0
False,396,tt0061184,en,5.564294,1966-06-21,131.0,Who's Afraid of Virginia Woolf?,False,7.8,199.0
False,14367,tt0092513,en,7.230508,1987-07-01,102.0,Adventures in Babysitting,False,6.6,169.0
False,11814,tt0090305,en,11.104542,1985-08-01,94.0,Weird Science,False,6.4,375.0
False,16081,tt0061584,en,3.896319,1967-12-19,152.0,Doctor Dolittle,False,6.0,42.0
False,18331,tt0057372,en,6.36551,1963-06-04,107.0,The Nutty Professor,False,6.6,90.0
False,15171,tt0070016,en,7.574372,1973-03-01,94.0,Charlotte's Web,False,6.2,100.0
False,11837,tt0078480,en,5.602126,1978-10-14,88.0,Watership Down,False,7.3,159.0
False,11704,tt0084649,en,10.812275,1982-06-17,82.0,The Secret of NIMH,False,7.5,186.0
False,11639,tt0083791,en,13.524001,1982-12-17,93.0,The Dark Crystal,False,7.3,233.0
False,4978,tt0090633,en,11.928545,1986-11-21,80.0,An American Tail,False,6.6,344.0
False,10380,tt0101329,en,8.800701,1991-11-21,75.0,An American Tail: Fievel Goes West,False,6.2,180.0
False,11976,tt0089469,en,10.932786,1985-07-19,94.0,Legend,False,6.2,282.0
False,15144,tt0088128,en,6.683723,1984-05-04,93.0,Sixteen Candles,False,6.9,455.0
False,11522,tt0091790,en,8.568378,1986-02-28,96.0,Pretty in Pink,False,6.6,313.0
False,11557,tt0090060,en,9.116245,1985-06-20,110.0,St. Elmo's Fire,False,6.0,133.0
False,13853,tt0090848,en,10.750748,1986-01-17,98.0,The Clan of the Cave Bear,False,4.7,28.0
False,11415,tt0091223,en,13.208902,1986-02-28,93.0,House,False,5.8,144.0
False,37530,tt0093220,en,13.416334,1987-05-14,88.0,House II: The Second Story,False,5.0,66.0
False,8393,tt0080801,en,10.973482,1980-09-10,109.0,The Gods Must Be Crazy,False,7.1,251.0
False,11937,tt0097443,en,4.993561,1989-07-01,98.0,The Gods Must Be Crazy II,False,6.5,91.0
False,21661,tt0140796,en,3.576604,1998-08-14,90.0,Air Bud: Golden Receiver,False,4.6,41.0
False,9320,tt0118661,en,9.562953,1998-08-13,89.0,The Avengers,False,4.4,205.0
False,33644,tt0120703,en,3.645263,1998-08-14,124.0,How Stella Got Her Groove Back,False,6.0,24.0
False,14662,tt0120831,en,5.913162,1998-08-14,91.0,Slums of Beverly Hills,False,6.5,45.0
False,125124,tt0133413,it,0.114411,1997-10-28,101.0,The Best Man,False,0.0,0.0
False,115872,tt0129923,en,0.406397,1997-10-10,100.0,The Chambermaid on the Titanic,False,5.3,3.0
False,39930,tt0116516,en,1.597247,1996-10-10,84.0,"Henry II, Portrait of a Serial Killer",False,5.8,5.0
False,10692,tt0099763,en,10.072668,1986-09-24,83.0,Henry: Portrait of a Serial Killer,False,6.8,142.0
False,805,tt0063522,en,11.504558,1968-06-12,136.0,Rosemary's Baby,False,7.5,892.0
False,34584,tt0088323,en,14.225919,1984-04-05,102.0,The NeverEnding Story,False,7.0,1031.0
False,34636,tt0100240,en,6.658994,1990-10-24,89.0,The Neverending Story II: The Next Chapter,False,5.5,193.0
False,2182,tt0080391,en,3.625313,1978-10-01,87.0,Attack of the Killer Tomatoes!,False,4.7,74.0
False,28070,tt0094077,en,1.788913,1987-07-03,83.0,Surf Nazis Must Die,False,3.5,21.0
False,77469,tt0119517,en,1.564774,1998-02-04,100.0,Your Friends & Neighbors,False,5.9,17.0
False,10278,tt0124595,en,4.831458,1998-08-10,109.0,Return to Paradise,False,6.5,40.0
False,36647,tt0120611,en,15.043454,1998-08-21,120.0,Blade,False,6.5,1950.0
False,17915,tt0120576,en,7.894516,1998-08-21,126.0,Dance with Me,False,5.6,24.0
False,14557,tt0118301,en,9.183343,1998-08-21,96.0,Dead Man on Campus,False,5.6,49.0
False,9417,tt0120901,en,9.852635,1998-08-21,87.0,Wrongfully Accused,False,5.7,91.0
False,41469,tt0119778,en,0.798015,1998-08-21,96.0,Next Stop Wonderland,False,6.0,21.0
False,19381,tt0120692,en,1.983933,1998-08-21,97.0,All I Wanna Do,False,6.4,23.0
False,34637,tt0095709,en,1.478701,1988-09-16,90.0,The Navigator: A Medieval Odyssey,False,6.3,20.0
False,4011,tt0094721,en,10.627364,1988-02-29,92.0,Beetlejuice,False,7.1,1475.0
False,161795,tt0119033,en,0.438882,1998-04-22,117.0,Déjà Vu,False,8.0,1.0
False,1580,tt0040746,en,7.248676,1948-08-23,80.0,Rope,False,7.8,539.0
False,5854,tt0074512,en,4.845776,1976-04-09,121.0,Family Plot,False,6.7,86.0
False,573,tt0068611,en,5.316387,1972-05-25,116.0,Frenzy,False,7.2,162.0
False,2370,tt0065112,en,5.757907,1969-12-18,143.0,Topaz,False,6.1,78.0
False,5780,tt0061107,en,6.243248,1966-07-13,128.0,Torn Curtain,False,6.4,120.0
False,506,tt0058329,en,6.409094,1964-07-09,130.0,Marnie,False,7.2,233.0
False,22527,tt0051207,en,8.56081,1956-12-22,105.0,The Wrong Man,False,6.9,105.0
False,574,tt0049470,en,12.547763,1956-06-01,120.0,The Man Who Knew Too Much,False,7.3,276.0
False,11219,tt0048750,en,6.486117,1955-10-03,99.0,The Trouble with Harry,False,6.9,152.0
False,30159,tt0045897,en,10.424982,1953-02-28,95.0,I Confess,False,7.0,82.0
False,845,tt0044079,en,15.41773,1951-06-18,101.0,Strangers on a Train,False,7.6,379.0
False,1978,tt0042994,en,4.329397,1950-02-23,110.0,Stage Fright,False,6.8,61.0
False,3682,tt0120577,en,8.736869,1998-08-28,106.0,54,False,5.5,138.0
False,51942,tt0119346,en,0.817002,1998-08-28,72.0,I Married a Strange Person!,False,7.5,12.0
False,46702,tt0123324,en,0.897413,1998-08-28,116.0,Why Do Fools Fall In Love,False,6.4,12.0
False,54795,tt0119453,en,0.691061,1997-11-20,101.0,Keep the Aspidistra Flying,False,6.3,3.0
False,46748,tt0139564,fr,0.892546,1997-12-03,52.0,See the Sea,False,7.4,7.0
False,847,tt0096446,en,9.918312,1988-05-01,126.0,Willow,False,6.9,484.0
False,117,tt0094226,en,11.062203,1987-06-02,119.0,The Untouchables,False,7.6,1424.0
False,14577,tt0120654,en,7.061315,1998-06-12,82.0,Dirty Work,False,6.5,66.0
False,37498,tt0120724,en,5.213714,1998-09-04,91.0,Knock Off,False,4.7,65.0
False,38621,tt0119125,en,5.57396,1997-09-14,103.0,Firelight,False,7.0,15.0
False,59138,tt0139468,en,0.100482,1998-09-18,75.0,Modulations,False,8.5,2.0
False,28047,tt0119892,en,1.643899,1998-09-04,107.0,Phoenix,False,5.2,14.0
False,4175,tt0042004,en,2.972892,1949-09-08,108.0,Under Capricorn,False,6.1,27.0
False,31667,tt0039694,en,3.983539,1947-12-31,125.0,The Paradine Case,False,6.3,42.0
False,13321,tt0037017,en,7.773354,1944-01-11,96.0,Lifeboat,False,7.3,112.0
