,mid,genres
8506,64568,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]"
8507,17185,"[{'id': 18, 'name': 'Drama'}]"
8508,109667,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]"
8509,31287,"[{'id': 27, 'name': 'Horror'}]"
8510,14537,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]"
8511,16103,"[{'id': 18, 'name': 'Drama'}]"
8512,13671,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10751, 'name': 'Family'}]"
8513,11085,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]"
8514,53218,"[{'id': 18, 'name': 'Drama'}]"
8515,65048,[]
8516,24188,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
8517,28367,"[{'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]"
8518,21135,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]"
8519,52705,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]"
8520,3010,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]"
8521,31383,"[{'id': 27, 'name': 'Horror'}]"
8522,39222,"[{'id': 27, 'name': 'Horror'}]"
8523,39495,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
8524,15263,"[{'id': 37, 'name': 'Western'}]"
8525,751,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 35, 'name': 'Comedy'}]"
8526,4025,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}]"
8527,61892,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]"
8528,25253,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]"
8529,37684,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
8530,15421,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]"
8531,166607,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]"
8532,37315,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
8533,10299,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
8534,24229,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]"
8535,26031,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
8536,3763,"[{'id': 27, 'name': 'Horror'}]"
8537,17696,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]"
8538,7348,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]"
8539,28504,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]"
8540,151138,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
8541,23574,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
8542,17091,"[{'id': 35, 'name': 'Comedy'}]"
8543,17295,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 36, 'name': 'History'}]"
8544,13187,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 10770, 'name': 'TV Movie'}]"
8545,17102,"[{'id': 27, 'name': 'Horror'}]"
8546,23194,"[{'id': 37, 'name': 'Western'}]"
8547,16850,"[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]"
8548,24395,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]"
8549,37921,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]"
8550,59802,"[{'id': 27, 'name': 'Horror'}]"
8551,16303,"[{'id': 35, 'name': 'Comedy'}]"
8552,29715,"[{'id': 10752, 'name': 'War'}, {'id': 37, 'name': 'Western'}]"
8553,36583,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]"
8554,60555,"[{'id': 37, 'name': 'Western'}]"
8555,42731,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
8556,3482,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]"
8557,895,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]"
8558,20108,"[{'id': 18, 'name': 'Drama'}]"
8559,2661,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 80, 'name': 'Crime'}]"
8560,20379,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]"
8561,29710,"[{'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]"
8562,104237,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]"
8563,22293,"[{'id': 27, 'name': 'Horror'}]"
8564,789,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]"
8565,45706,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]"
8566,11047,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]"
8567,2097,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]"
8568,135,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]"
8569,33257,"[{'id': 14, 'name': 'Fantasy'}]"
8570,66043,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]"
8571,17905,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
8572,4191,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]"
8573,10227,"[{'id': 35, 'name': 'Comedy'}]"
8574,26039,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
8575,42701,"[{'id': 37, 'name': 'Western'}]"
8576,42702,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 80, 'name': 'Crime'}]"
8577,41212,"[{'id': 99, 'name': 'Documentary'}]"
8578,26204,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
8579,5767,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
8580,42713,"[{'id': 18, 'name': 'Drama'}]"
8581,27277,"[{'id': 37, 'name': 'Western'}]"
8582,9929,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]"
8583,20873,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]"
8584,29778,"[{'id': 27, 'name': 'Horror'}]"
8585,18193,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]"
8586,22176,"[{'id': 18, 'name': 'Drama'}]"
8587,42623,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
8588,42634,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]"
8589,118872,"[{'id': 18, 'name': 'Drama'}]"
8590,50789,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]"
8591,29266,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]"
8592,27983,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"
8593,5638,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]"
8594,36446,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10749, 'name': 'Romance'}]"
8595,14801,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]"
8596,49397,"[{'id': 37, 'name': 'Western'}]"
8597,42607,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]"
8598,40430,"[{'id': 878, 'name': 'Science Fiction'}]"
8599,38096,"[{'id': 18, 'name': 'Drama'}]"
8600,48831,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
8601,24152,"[{'id': 35, 'name': 'Comedy'}]"
8602,1846,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]"
8603,21323,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]"
8604,5928,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
8605,29748,"[{'id': 27, 'name': 'Horror'}]"
8606,105627,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
8607,85255,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]"
8608,26525,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]"
8609,31672,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"
8610,48408,"[{'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}]"
8611,33205,"[{'id': 18, 'name': 'Drama'}]"
8612,70327,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]"
8613,2860,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
8614,42589,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
8615,71943,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]"
8616,31304,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
8617,64828,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
8618,38222,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]"
8619,26606,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]"
8620,36404,"[{'id': 35, 'name': 'Comedy'}]"
8621,42528,"[{'id': 18, 'name': 'Drama'}]"
8622,20848,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]"
8623,2998,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
8624,31906,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}, {'id': 37, 'name': 'Western'}]"
8625,31767,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]"
8626,839,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
8627,25109,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 37, 'name': 'Western'}, {'id': 35, 'name': 'Comedy'}]"
8628,36194,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
8629,16328,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]"
8630,42500,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]"
8631,16154,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
8632,9394,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}]"
8633,74689,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
8634,36850,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
8635,38646,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]"
8636,84285,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10769, 'name': 'Foreign'}]"
8637,34479,"[{'id': 27, 'name': 'Horror'}]"
8638,18287,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}]"
8639,5822,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
8640,13041,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]"
8641,40732,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]"
8642,122677,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]"
8643,121923,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]"
8644,18250,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]"
8645,33020,"[{'id': 27, 'name': 'Horror'}]"
8646,89417,"[{'id': 35, 'name': 'Comedy'}]"
8647,12089,"[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}]"
8648,41471,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]"
8649,17810,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]"
8650,23148,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]"
8651,80911,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]"
8652,87417,"[{'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}]"
8653,11378,"[{'id': 35, 'name': 'Comedy'}]"
8654,760,"[{'id': 35, 'name': 'Comedy'}]"
8655,27331,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
8656,1410,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]"
8657,38729,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]"
8658,86889,"[{'id': 27, 'name': 'Horror'}, {'id': 10770, 'name': 'TV Movie'}]"
8659,31943,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
8660,29142,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]"
8661,56764,"[{'id': 18, 'name': 'Drama'}]"
8662,9474,"[{'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}]"
8663,27084,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]"
8664,31596,"[{'id': 27, 'name': 'Horror'}]"
8665,59189,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]"
8666,38714,"[{'id': 18, 'name': 'Drama'}]"
8667,31587,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
8668,22307,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
8669,62330,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]"
8670,28498,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]"
8671,21964,"[{'id': 28, 'name': 'Action'}]"
8672,21035,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
8673,25473,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
8674,118121,"[{'id': 18, 'name': 'Drama'}]"
8675,32044,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
8676,62761,"[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]"
8677,30702,"[{'id': 18, 'name': 'Drama'}]"
8678,25627,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]"
8679,24402,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
8680,5558,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
8681,3043,"[{'id': 27, 'name': 'Horror'}]"
8682,36665,"[{'id': 99, 'name': 'Documentary'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10752, 'name': 'War'}]"
8683,16246,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
8684,27977,"[{'id': 35, 'name': 'Comedy'}]"
8685,42448,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
8686,42449,"[{'id': 99, 'name': 'Documentary'}, {'id': 10752, 'name': 'War'}]"
8687,8327,"[{'id': 18, 'name': 'Drama'}]"
8688,37627,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]"
8689,32940,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]"
8690,31656,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 80, 'name': 'Crime'}]"
8691,29859,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]"
8692,28994,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"
8693,5618,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]"
8694,19174,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]"
8695,9385,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]"
8696,28209,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
8697,1835,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
8698,70259,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]"
8699,10711,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
8700,19740,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]"
8701,1829,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]"
8702,43430,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
8703,32042,"[{'id': 53, 'name': 'Thriller'}]"
8704,9652,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]"
8705,38099,"[{'id': 28, 'name': 'Action'}]"
8706,47313,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]"
8707,5725,"[{'id': 35, 'name': 'Comedy'}]"
8708,38783,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
8709,3870,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]"
8710,1660,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
8711,133008,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]"
8712,6476,"[{'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}]"
8713,10640,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]"
8714,33324,"[{'id': 99, 'name': 'Documentary'}]"
8715,29856,"[{'id': 35, 'name': 'Comedy'}]"
8716,48205,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]"
8717,46978,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
8718,26842,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}]"
8719,42252,"[{'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]"
8720,73100,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
8721,11558,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]"
8722,5651,"[{'id': 35, 'name': 'Comedy'}]"
8723,43751,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
8724,14336,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]"
8725,18775,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]"
8726,12535,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]"
8727,1421,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
8728,62847,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]"
8729,77360,"[{'id': 18, 'name': 'Drama'}]"
8730,12637,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]"
8731,54140,"[{'id': 18, 'name': 'Drama'}]"
8732,38985,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]"
8733,61280,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
8734,16378,"[{'id': 35, 'name': 'Comedy'}]"
8735,72412,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]"
8736,11935,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]"
8737,13481,"[{'id': 28, 'name': 'Action'}]"
8738,24998,"[{'id': 99, 'name': 'Documentary'}]"
8739,13514,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]"
8740,113777,"[{'id': 35, 'name': 'Comedy'}]"
8741,1362,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]"
8742,156235,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
8743,98851,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]"
8744,29107,"[{'id': 27, 'name': 'Horror'}]"
8745,45691,"[{'id': 35, 'name': 'Comedy'}]"
8746,11537,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]"
8747,45695,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
8748,42165,"[{'id': 99, 'name': 'Documentary'}]"
8749,33701,"[{'id': 35, 'name': 'Comedy'}]"
8750,38438,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]"
8751,10654,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 36, 'name': 'History'}, {'id': 10402, 'name': 'Music'}]"
8752,25264,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]"
8753,19827,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]"
8754,18966,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]"
8755,30636,"[{'id': 18, 'name': 'Drama'}]"
8756,33665,"[{'id': 18, 'name': 'Drama'}]"
8757,45169,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]"
8758,15717,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10769, 'name': 'Foreign'}]"
8759,54663,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
8760,80310,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"
8761,179798,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]"
8762,64353,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]"
8763,114516,"[{'id': 99, 'name': 'Documentary'}]"
8764,47542,"[{'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}]"
8765,86295,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]"
